t0,popular_nodes,popular_edges,popular_lpn,casual_nodes,casual_edges,casual_lpn,mix_lpn
0,51,489,9.588235294117647,215,142,0.6604651162790698,2.654135338345865
1,50,470,9.4,215,140,0.6511627906976745,2.520754716981132
2,49,461,9.408163265306122,218,143,0.6559633027522935,2.4719101123595504
3,49,451,9.204081632653061,223,151,0.6771300448430493,2.400735294117647
4,50,454,9.08,221,154,0.6968325791855203,2.4944649446494465
5,47,425,9.042553191489361,225,178,0.7911111111111111,2.5441176470588234
6,51,455,8.92156862745098,217,153,0.7050691244239631,2.5261194029850746
7,48,418,8.708333333333334,217,171,0.7880184331797235,2.5962264150943395
8,49,412,8.408163265306122,211,161,0.7630331753554502,2.4884615384615385
9,46,384,8.347826086956522,205,168,0.8195121951219512,2.5697211155378485
10,45,371,8.244444444444444,203,169,0.8325123152709359,2.4798387096774195
11,42,328,7.809523809523809,205,188,0.9170731707317074,2.51417004048583
12,43,329,7.651162790697675,205,176,0.8585365853658536,2.467741935483871
13,44,324,7.363636363636363,203,168,0.8275862068965517,2.5101214574898787
14,42,295,7.023809523809524,205,170,0.8292682926829268,2.465587044534413
15,43,305,7.093023255813954,196,151,0.7704081632653061,2.414225941422594
16,43,297,6.906976744186046,188,148,0.7872340425531915,2.3896103896103895
17,43,293,6.813953488372093,191,144,0.7539267015706806,2.3034188034188032
18,40,267,6.675,195,170,0.8717948717948718,2.293617021276596
19,40,259,6.475,195,165,0.8461538461538461,2.3659574468085105
20,42,278,6.619047619047619,195,150,0.7692307692307693,2.367088607594937
21,39,246,6.3076923076923075,204,175,0.8578431372549019,2.345679012345679
22,45,299,6.644444444444445,201,139,0.6915422885572139,2.2642276422764227
23,46,319,6.934782608695652,201,122,0.6069651741293532,2.2186234817813766
24,44,313,7.113636363636363,198,121,0.6111111111111112,2.268595041322314
25,45,326,7.2444444444444445,197,119,0.6040609137055838,2.2975206611570247
26,44,328,7.454545454545454,200,117,0.585,2.2827868852459017
27,44,306,6.954545454545454,201,123,0.6119402985074627,2.3142857142857145
28,44,301,6.840909090909091,206,126,0.6116504854368932,2.32
29,45,315,7.0,203,119,0.5862068965517241,2.245967741935484
30,42,289,6.880952380952381,204,125,0.6127450980392157,2.2235772357723578
31,43,286,6.651162790697675,201,116,0.5771144278606966,2.2049180327868854
32,43,285,6.627906976744186,204,114,0.5588235294117647,2.2186234817813766
33,44,298,6.7727272727272725,200,105,0.525,2.19672131147541
34,41,271,6.609756097560975,197,108,0.5482233502538071,2.23109243697479
35,40,263,6.575,197,111,0.5634517766497462,2.2278481012658227
36,41,277,6.7560975609756095,199,110,0.5527638190954773,2.158333333333333
37,45,315,7.0,200,103,0.515,2.057142857142857
38,44,305,6.931818181818182,202,105,0.5198019801980198,2.0853658536585367
39,45,317,7.044444444444444,198,96,0.48484848484848486,2.045267489711934
40,44,314,7.136363636363637,200,98,0.49,2.057377049180328
41,43,306,7.116279069767442,201,102,0.5074626865671642,2.0860655737704916
42,44,313,7.113636363636363,199,97,0.48743718592964824,2.094650205761317
43,46,337,7.326086956521739,210,101,0.48095238095238096,2.00390625
44,46,330,7.173913043478261,218,104,0.47706422018348627,1.9583333333333333
45,46,326,7.086956521739131,232,110,0.47413793103448276,1.9460431654676258
46,52,359,6.903846153846154,242,105,0.43388429752066116,1.9591836734693877
47,55,378,6.872727272727273,245,114,0.46530612244897956,1.97
48,57,392,6.87719298245614,251,116,0.46215139442231074,2.0876623376623376
49,55,398,7.236363636363636,255,127,0.4980392156862745,2.129032258064516
50,55,410,7.454545454545454,255,135,0.5294117647058824,2.174193548387097
51,56,425,7.589285714285714,256,136,0.53125,2.2564102564102564
52,50,385,7.7,258,148,0.5736434108527132,2.3344155844155843
53,58,446,7.689655172413793,261,123,0.47126436781609193,2.2789968652037618
54,60,475,7.916666666666667,264,123,0.4659090909090909,2.29320987654321
55,54,439,8.12962962962963,272,145,0.5330882352941176,2.3865030674846626
56,55,449,8.163636363636364,277,140,0.5054151624548736,2.3433734939759034
57,63,507,8.047619047619047,273,119,0.4358974358974359,2.244047619047619
58,57,470,8.24561403508772,283,146,0.5159010600706714,2.373529411764706
59,60,496,8.266666666666667,279,137,0.4910394265232975,2.3716814159292037
60,61,516,8.459016393442623,288,144,0.5,2.4183381088825215
61,63,537,8.523809523809524,292,132,0.4520547945205479,2.4422535211267604
62,67,576,8.597014925373134,292,131,0.4486301369863014,2.4122562674094707
63,68,596,8.764705882352942,297,132,0.4444444444444444,2.3863013698630136
64,62,554,8.935483870967742,303,147,0.48514851485148514,2.473972602739726
65,68,606,8.911764705882353,298,129,0.43288590604026844,2.377049180327869
66,68,611,8.985294117647058,301,135,0.4485049833887043,2.3441734417344176
67,64,586,9.15625,302,136,0.4503311258278146,2.4672131147540983
68,70,624,8.914285714285715,304,123,0.40460526315789475,2.374331550802139
69,70,631,9.014285714285714,307,127,0.41368078175895767,2.4323607427055705
70,71,646,9.098591549295774,310,123,0.3967741935483871,2.454068241469816
71,71,663,9.338028169014084,311,120,0.3858520900321543,2.479057591623037
72,72,678,9.416666666666666,313,118,0.3769968051118211,2.446753246753247
73,66,613,9.287878787878787,310,133,0.4290322580645161,2.5664893617021276
74,64,601,9.390625,308,131,0.4253246753246753,2.6048387096774195
75,67,639,9.537313432835822,306,135,0.4411764705882353,2.4664879356568363
76,66,624,9.454545454545455,314,142,0.45222929936305734,2.389473684210526
77,71,676,9.52112676056338,323,134,0.4148606811145511,2.2563451776649748
78,69,654,9.478260869565217,327,136,0.41590214067278286,2.2146464646464645
79,71,645,9.084507042253522,317,126,0.39747634069400634,2.2422680412371134
80,69,618,8.956521739130435,317,136,0.42902208201892744,2.1917098445595853
81,67,597,8.91044776119403,319,142,0.445141065830721,2.2176165803108807
82,69,597,8.652173913043478,319,137,0.42946708463949845,2.2268041237113403
83,69,598,8.666666666666666,320,146,0.45625,2.1825192802056557
84,70,602,8.6,315,138,0.4380952380952381,2.155844155844156
85,67,572,8.537313432835822,327,157,0.4801223241590214,2.1446700507614214
86,68,568,8.352941176470589,329,157,0.47720364741641336,2.146095717884131
87,73,601,8.232876712328768,329,141,0.42857142857142855,2.0497512437810945
88,71,572,8.056338028169014,327,140,0.42813455657492355,2.108040201005025
89,72,571,7.930555555555555,325,141,0.4338461538461538,2.1309823677581865
90,71,550,7.746478873239437,326,144,0.44171779141104295,2.1612090680100757
91,71,545,7.676056338028169,323,142,0.43962848297213625,2.149746192893401
92,71,556,7.830985915492958,319,138,0.43260188087774293,2.094871794871795
93,70,534,7.628571428571429,316,138,0.43670886075949367,2.077720207253886
94,70,520,7.428571428571429,316,138,0.43670886075949367,2.1243523316062176
95,70,514,7.3428571428571425,317,139,0.4384858044164038,2.13953488372093
96,70,512,7.314285714285714,321,145,0.4517133956386293,2.0869565217391304
97,71,501,7.056338028169014,324,152,0.4691358024691358,2.0582278481012657
98,71,506,7.126760563380282,323,157,0.48606811145510836,2.065989847715736
99,72,519,7.208333333333333,325,158,0.48615384615384616,2.017632241813602
100,72,508,7.055555555555555,327,156,0.47706422018348627,1.994987468671679
101,71,492,6.929577464788732,331,165,0.4984894259818731,1.9800995024875623
102,72,499,6.930555555555555,329,157,0.47720364741641336,1.940149625935162
103,75,521,6.946666666666666,329,154,0.46808510638297873,1.943069306930693
