t0,popular_nodes,popular_edges,popular_lpn,casual_nodes,casual_edges,casual_lpn,mix_lpn
48,17,53,3.1176470588235294,82,45,0.5487804878048781,1.1616161616161615
49,16,48,3.0,76,42,0.5526315789473685,1.2065217391304348
50,15,44,2.933333333333333,71,41,0.5774647887323944,1.127906976744186
51,13,39,3.0,72,44,0.6111111111111112,1.0705882352941176
52,12,36,3.0,70,44,0.6285714285714286,1.048780487804878
53,13,39,3.0,71,43,0.6056338028169014,1.0238095238095237
54,14,42,3.0,73,40,0.547945205479452,0.9425287356321839
55,11,31,2.8181818181818183,76,48,0.631578947368421,1.0344827586206897
56,14,39,2.7857142857142856,70,33,0.4714285714285714,1.0714285714285714
57,13,34,2.6153846153846154,68,34,0.5,1.0493827160493827
58,11,25,2.272727272727273,68,42,0.6176470588235294,0.9493670886075949
59,14,35,2.5,65,28,0.4307692307692308,0.9620253164556962
60,14,36,2.5714285714285716,66,26,0.3939393939393939,1.025
61,14,36,2.5714285714285716,67,27,0.40298507462686567,1.0246913580246915
62,11,28,2.5454545454545454,63,28,0.4444444444444444,1.0675675675675675
63,13,32,2.4615384615384617,62,20,0.3225806451612903,1.1466666666666667
64,13,31,2.3846153846153846,59,23,0.3898305084745763,1.125
65,11,24,2.1818181818181817,59,30,0.5084745762711864,1.1571428571428573
66,12,29,2.4166666666666665,58,26,0.4482758620689655,1.1571428571428573
67,12,29,2.4166666666666665,60,28,0.4666666666666667,1.0833333333333333
68,14,33,2.357142857142857,63,24,0.38095238095238093,1.0909090909090908
69,13,33,2.5384615384615383,62,30,0.4838709677419355,1.0
70,13,32,2.4615384615384617,60,26,0.43333333333333335,0.9863013698630136
71,13,30,2.3076923076923075,65,27,0.4153846153846154,1.0384615384615385
72,13,28,2.1538461538461537,67,24,0.3582089552238806,1.1125
73,13,32,2.4615384615384617,68,23,0.3382352941176471,1.1358024691358024
74,14,37,2.642857142857143,68,21,0.3088235294117647,1.1341463414634145
75,15,40,2.6666666666666665,70,21,0.3,1.0705882352941176
76,15,40,2.6666666666666665,70,23,0.32857142857142857,1.1058823529411765
77,15,41,2.7333333333333334,70,24,0.34285714285714286,1.0941176470588236
78,14,38,2.7142857142857144,72,24,0.3333333333333333,1.127906976744186
79,16,43,2.6875,75,24,0.32,1.054945054945055
80,16,43,2.6875,79,29,0.3670886075949367,1.0842105263157895
81,17,46,2.7058823529411766,80,32,0.4,1.0824742268041236
82,16,45,2.8125,84,34,0.40476190476190477,1.1
83,17,44,2.588235294117647,82,33,0.4024390243902439,1.0505050505050506
84,17,44,2.588235294117647,83,34,0.40963855421686746,1.04
85,15,39,2.6,83,40,0.4819277108433735,0.9591836734693877
86,15,39,2.6,80,41,0.5125,0.9789473684210527
87,15,39,2.6,81,42,0.5185185185185185,0.96875
88,15,39,2.6,82,42,0.5121951219512195,0.9896907216494846
89,15,38,2.533333333333333,81,41,0.5061728395061729,1.0
90,15,34,2.2666666666666666,78,40,0.5128205128205128,1.021505376344086
91,14,28,2.0,82,49,0.5975609756097561,0.9583333333333334
92,14,27,1.9285714285714286,80,51,0.6375,0.9361702127659575
93,13,22,1.6923076923076923,79,50,0.6329113924050633,0.9130434782608695
94,12,19,1.5833333333333333,79,58,0.7341772151898734,0.8351648351648352
95,12,19,1.5833333333333333,79,58,0.7341772151898734,0.8681318681318682
96,13,20,1.5384615384615385,78,55,0.7051282051282052,0.9120879120879121
97,15,27,1.8,77,52,0.6753246753246753,0.9456521739130435
98,16,33,2.0625,76,47,0.618421052631579,0.9891304347826086
99,16,32,2.0,75,46,0.6133333333333333,1.054945054945055
100,16,32,2.0,74,46,0.6216216216216216,1.0666666666666667
101,14,30,2.142857142857143,75,58,0.7733333333333333,0.8764044943820225
102,15,31,2.066666666666667,72,49,0.6805555555555556,0.9655172413793104
103,12,23,1.9166666666666667,78,59,0.7564102564102564,0.9333333333333333
104,16,32,2.0,74,44,0.5945945945945946,0.9555555555555556
105,15,27,1.8,74,45,0.6081081081081081,0.9887640449438202
106,16,28,1.75,70,39,0.5571428571428572,0.9883720930232558
107,16,27,1.6875,70,37,0.5285714285714286,1.0116279069767442
108,16,31,1.9375,73,40,0.547945205479452,0.9662921348314607
109,16,31,1.9375,71,37,0.5211267605633803,1.0229885057471264
110,16,32,2.0,69,33,0.4782608695652174,1.0
111,13,24,1.8461538461538463,70,39,0.5571428571428572,0.963855421686747
112,13,23,1.7692307692307692,69,32,0.463768115942029,0.926829268292683
113,13,23,1.7692307692307692,68,32,0.47058823529411764,0.9135802469135802
114,14,26,1.8571428571428572,64,30,0.46875,0.8589743589743589
115,14,26,1.8571428571428572,63,29,0.4603174603174603,0.8701298701298701
116,12,20,1.6666666666666667,63,33,0.5238095238095238,0.9066666666666666
117,12,20,1.6666666666666667,62,33,0.532258064516129,0.9324324324324325
118,12,21,1.75,57,31,0.543859649122807,1.0144927536231885
119,12,21,1.75,58,31,0.5344827586206896,1.0
120,11,18,1.6363636363636365,61,35,0.5737704918032787,0.9583333333333334
121,8,13,1.625,62,46,0.7419354838709677,0.8
122,12,17,1.4166666666666667,56,28,0.5,1.0147058823529411
123,12,17,1.4166666666666667,55,28,0.509090909090909,1.0149253731343284
124,11,17,1.5454545454545454,59,32,0.5423728813559322,0.9714285714285714
125,13,27,2.076923076923077,60,31,0.5166666666666667,0.8082191780821918
126,11,17,1.5454545454545454,58,28,0.4827586206896552,0.9855072463768116
127,11,13,1.1818181818181819,55,29,0.5272727272727272,0.9545454545454546
128,9,9,1.0,53,31,0.5849056603773585,0.8870967741935484
129,8,8,1.0,56,38,0.6785714285714286,0.71875
130,8,8,1.0,58,37,0.6379310344827587,0.7121212121212122
131,10,14,1.4,57,34,0.5964912280701754,0.7014925373134329
132,9,12,1.3333333333333333,59,34,0.576271186440678,0.7352941176470589
133,9,11,1.2222222222222223,57,32,0.5614035087719298,0.7575757575757576
134,9,11,1.2222222222222223,56,29,0.5178571428571429,0.7846153846153846
135,9,11,1.2222222222222223,53,26,0.49056603773584906,0.8225806451612904
136,7,8,1.1428571428571428,57,35,0.6140350877192983,0.71875
137,8,9,1.125,60,33,0.55,0.7647058823529411
138,11,14,1.2727272727272727,57,25,0.43859649122807015,0.7352941176470589
139,11,14,1.2727272727272727,51,24,0.47058823529411764,0.7741935483870968
140,12,17,1.4166666666666667,52,22,0.4230769230769231,0.734375
141,12,17,1.4166666666666667,52,22,0.4230769230769231,0.765625
142,12,17,1.4166666666666667,53,23,0.4339622641509434,0.7538461538461538
143,7,8,1.1428571428571428,60,35,0.5833333333333334,0.746268656716418
144,9,12,1.3333333333333333,61,32,0.5245901639344263,0.8
145,10,14,1.4,62,28,0.45161290322580644,0.8194444444444444
146,10,14,1.4,61,27,0.4426229508196721,0.8732394366197183
147,10,14,1.4,62,26,0.41935483870967744,0.9027777777777778
148,11,16,1.4545454545454546,60,26,0.43333333333333335,0.9014084507042254
149,12,20,1.6666666666666667,59,25,0.423728813559322,0.8450704225352113
