,time-delta,jaccard,name
0,0,1.0,052012-theoretical-physics
1,1,0.9130434782608695,052012-theoretical-physics
2,2,0.7241379310344828,052012-theoretical-physics
3,3,0.75,052012-theoretical-physics
4,4,0.6896551724137931,052012-theoretical-physics
5,5,0.6538461538461539,052012-theoretical-physics
6,6,0.46153846153846156,052012-theoretical-physics
7,7,0.4583333333333333,052012-theoretical-physics
8,8,0.48,052012-theoretical-physics
9,9,0.46153846153846156,052012-theoretical-physics
10,10,0.4230769230769231,052012-theoretical-physics
11,11,0.4074074074074074,052012-theoretical-physics
12,12,0.36666666666666664,052012-theoretical-physics
13,13,0.36666666666666664,052012-theoretical-physics
14,14,0.36666666666666664,052012-theoretical-physics
15,15,0.36666666666666664,052012-theoretical-physics
16,16,0.3548387096774194,052012-theoretical-physics
17,17,0.3548387096774194,052012-theoretical-physics
18,18,0.3548387096774194,052012-theoretical-physics
19,19,0.3548387096774194,052012-theoretical-physics
20,20,0.34375,052012-theoretical-physics
21,21,0.3333333333333333,052012-theoretical-physics
22,22,0.3333333333333333,052012-theoretical-physics
23,23,0.3142857142857143,052012-theoretical-physics
24,24,0.3142857142857143,052012-theoretical-physics
25,25,0.3055555555555556,052012-theoretical-physics
26,26,0.3055555555555556,052012-theoretical-physics
27,27,0.2564102564102564,052012-theoretical-physics
28,28,0.2702702702702703,052012-theoretical-physics
29,29,0.19444444444444445,052012-theoretical-physics
30,30,0.19444444444444445,052012-theoretical-physics
31,31,0.21875,052012-theoretical-physics
32,32,0.25925925925925924,052012-theoretical-physics
33,33,0.2222222222222222,052012-theoretical-physics
34,34,0.23076923076923078,052012-theoretical-physics
35,35,0.21212121212121213,052012-theoretical-physics
36,36,0.2,052012-theoretical-physics
37,37,0.17647058823529413,052012-theoretical-physics
38,38,0.18181818181818182,052012-theoretical-physics
39,39,0.17857142857142858,052012-theoretical-physics
40,40,0.15625,052012-theoretical-physics
41,41,0.12903225806451613,052012-theoretical-physics
42,42,0.13333333333333333,052012-theoretical-physics
43,43,0.14285714285714285,052012-theoretical-physics
44,44,0.13793103448275862,052012-theoretical-physics
45,45,0.13793103448275862,052012-theoretical-physics
46,46,0.13793103448275862,052012-theoretical-physics
47,47,0.13333333333333333,052012-theoretical-physics
48,48,0.13333333333333333,052012-theoretical-physics
49,49,0.16,052012-theoretical-physics
50,50,0.13793103448275862,052012-theoretical-physics
51,51,0.16,052012-theoretical-physics
52,52,0.11538461538461539,052012-theoretical-physics
53,53,0.11538461538461539,052012-theoretical-physics
54,54,0.125,052012-theoretical-physics
55,55,0.12,052012-theoretical-physics
56,56,0.12,052012-theoretical-physics
57,57,0.12,052012-theoretical-physics
58,58,0.12,052012-theoretical-physics
59,59,0.11538461538461539,052012-theoretical-physics
60,60,0.11538461538461539,052012-theoretical-physics
61,61,0.11538461538461539,052012-theoretical-physics
62,62,0.1111111111111111,052012-theoretical-physics
63,63,0.10714285714285714,052012-theoretical-physics
64,64,0.11538461538461539,052012-theoretical-physics
65,65,0.11538461538461539,052012-theoretical-physics
66,66,0.11538461538461539,052012-theoretical-physics
67,67,0.11538461538461539,052012-theoretical-physics
68,68,0.15384615384615385,052012-theoretical-physics
69,69,0.19230769230769232,052012-theoretical-physics
70,70,0.17857142857142858,052012-theoretical-physics
71,71,0.18518518518518517,052012-theoretical-physics
72,72,0.19230769230769232,052012-theoretical-physics
73,73,0.09090909090909091,052012-theoretical-physics
74,74,0.09090909090909091,052012-theoretical-physics
75,75,0.09090909090909091,052012-theoretical-physics
76,76,0.09090909090909091,052012-theoretical-physics
77,77,0.09090909090909091,052012-theoretical-physics
78,78,0.08695652173913043,052012-theoretical-physics
79,79,0.16666666666666666,052012-theoretical-physics
80,80,0.16666666666666666,052012-theoretical-physics
81,81,0.125,052012-theoretical-physics
82,82,0.125,052012-theoretical-physics
83,83,0.15384615384615385,052012-theoretical-physics
84,84,0.14814814814814814,052012-theoretical-physics
85,85,0.14814814814814814,052012-theoretical-physics
86,86,0.13793103448275862,052012-theoretical-physics
87,87,0.13793103448275862,052012-theoretical-physics
88,88,0.13793103448275862,052012-theoretical-physics
89,89,0.13333333333333333,052012-theoretical-physics
90,90,0.13333333333333333,052012-theoretical-physics
91,91,0.08333333333333333,052012-theoretical-physics
92,92,0.07407407407407407,052012-theoretical-physics
93,93,0.07692307692307693,052012-theoretical-physics
94,94,0.07692307692307693,052012-theoretical-physics
95,95,0.07692307692307693,052012-theoretical-physics
96,96,0.07692307692307693,052012-theoretical-physics
97,97,0.08333333333333333,052012-theoretical-physics
98,98,0.08333333333333333,052012-theoretical-physics
99,99,0.045454545454545456,052012-theoretical-physics
100,100,0.045454545454545456,052012-theoretical-physics
101,101,0.09090909090909091,052012-theoretical-physics
102,102,0.09090909090909091,052012-theoretical-physics
103,103,0.09090909090909091,052012-theoretical-physics
104,104,0.09090909090909091,052012-theoretical-physics
105,105,0.08333333333333333,052012-theoretical-physics
106,106,0.08333333333333333,052012-theoretical-physics
107,107,0.08695652173913043,052012-theoretical-physics
108,108,0.08695652173913043,052012-theoretical-physics
109,109,0.09090909090909091,052012-theoretical-physics
110,110,0.08695652173913043,052012-theoretical-physics
111,111,0.08695652173913043,052012-theoretical-physics
112,112,0.08,052012-theoretical-physics
113,113,0.08333333333333333,052012-theoretical-physics
114,114,0.07142857142857142,052012-theoretical-physics
115,115,0.07407407407407407,052012-theoretical-physics
116,116,0.045454545454545456,052012-theoretical-physics
117,117,0.08,052012-theoretical-physics
118,118,0.045454545454545456,052012-theoretical-physics
119,119,0.08333333333333333,052012-theoretical-physics
120,120,0.08333333333333333,052012-theoretical-physics
121,121,0.08333333333333333,052012-theoretical-physics
122,122,0.08333333333333333,052012-theoretical-physics
123,123,0.08333333333333333,052012-theoretical-physics
124,124,0.12,052012-theoretical-physics
125,125,0.12,052012-theoretical-physics
126,126,0.08333333333333333,052012-theoretical-physics
127,127,0.08333333333333333,052012-theoretical-physics
128,128,0.08333333333333333,052012-theoretical-physics
129,129,0.08333333333333333,052012-theoretical-physics
130,130,0.08695652173913043,052012-theoretical-physics
131,131,0.09090909090909091,052012-theoretical-physics
132,132,0.08695652173913043,052012-theoretical-physics
133,133,0.08695652173913043,052012-theoretical-physics
134,134,0.08695652173913043,052012-theoretical-physics
135,135,0.045454545454545456,052012-theoretical-physics
136,136,0.043478260869565216,052012-theoretical-physics
137,137,0.045454545454545456,052012-theoretical-physics
138,138,0.045454545454545456,052012-theoretical-physics
139,139,0.045454545454545456,052012-theoretical-physics
140,140,0.045454545454545456,052012-theoretical-physics
141,141,0.045454545454545456,052012-theoretical-physics
142,142,0.043478260869565216,052012-theoretical-physics
143,143,0.043478260869565216,052012-theoretical-physics
144,144,0.043478260869565216,052012-theoretical-physics
145,145,0.038461538461538464,052012-theoretical-physics
146,146,0.038461538461538464,052012-theoretical-physics
147,147,0.038461538461538464,052012-theoretical-physics
148,148,0.038461538461538464,052012-theoretical-physics
149,149,0.038461538461538464,052012-theoretical-physics
150,1,0.9130434782608695,052012-theoretical-physics
151,0,1.0,052012-theoretical-physics
152,1,0.7931034482758621,052012-theoretical-physics
153,2,0.8214285714285714,052012-theoretical-physics
154,3,0.7586206896551724,052012-theoretical-physics
155,4,0.6666666666666666,052012-theoretical-physics
156,5,0.48148148148148145,052012-theoretical-physics
157,6,0.48,052012-theoretical-physics
158,7,0.5,052012-theoretical-physics
159,8,0.48148148148148145,052012-theoretical-physics
160,9,0.4444444444444444,052012-theoretical-physics
161,10,0.42857142857142855,052012-theoretical-physics
162,11,0.43333333333333335,052012-theoretical-physics
163,12,0.43333333333333335,052012-theoretical-physics
164,13,0.43333333333333335,052012-theoretical-physics
165,14,0.43333333333333335,052012-theoretical-physics
166,15,0.41935483870967744,052012-theoretical-physics
167,16,0.41935483870967744,052012-theoretical-physics
168,17,0.41935483870967744,052012-theoretical-physics
169,18,0.375,052012-theoretical-physics
170,19,0.36363636363636365,052012-theoretical-physics
171,20,0.35294117647058826,052012-theoretical-physics
