,time-delta,jaccard,name
0,0,1.0,physics
1,1,0.9333333333333333,physics
2,2,0.9333333333333333,physics
3,3,0.8775510204081632,physics
4,4,0.8541666666666666,physics
5,5,0.8235294117647058,physics
6,6,0.7547169811320755,physics
7,7,0.7547169811320755,physics
8,8,0.6923076923076923,physics
9,9,0.6923076923076923,physics
10,10,0.6607142857142857,physics
11,11,0.6346153846153846,physics
12,12,0.625,physics
13,13,0.5737704918032787,physics
14,14,0.5161290322580645,physics
15,15,0.5306122448979592,physics
16,16,0.45614035087719296,physics
17,17,0.42105263157894735,physics
18,18,0.421875,physics
19,19,0.38095238095238093,physics
20,20,0.3709677419354839,physics
21,21,0.3770491803278688,physics
22,22,0.4032258064516129,physics
23,23,0.39344262295081966,physics
24,24,0.3870967741935484,physics
25,25,0.39344262295081966,physics
26,26,0.4166666666666667,physics
27,27,0.3793103448275862,physics
28,28,0.38596491228070173,physics
29,29,0.35185185185185186,physics
30,30,0.3333333333333333,physics
31,31,0.3148148148148148,physics
32,32,0.35185185185185186,physics
33,33,0.3333333333333333,physics
34,34,0.30357142857142855,physics
35,35,0.2698412698412698,physics
36,36,0.2857142857142857,physics
37,37,0.2857142857142857,physics
38,38,0.30158730158730157,physics
39,39,0.296875,physics
40,40,0.3125,physics
41,41,0.265625,physics
42,42,0.265625,physics
43,43,0.24615384615384617,physics
44,44,0.234375,physics
45,45,0.22727272727272727,physics
46,46,0.234375,physics
47,47,0.2459016393442623,physics
48,48,0.22950819672131148,physics
49,49,0.1917808219178082,physics
50,50,0.1917808219178082,physics
51,51,0.18309859154929578,physics
52,52,0.18309859154929578,physics
53,53,0.18055555555555555,physics
54,54,0.18055555555555555,physics
55,55,0.1643835616438356,physics
56,56,0.17567567567567569,physics
57,57,0.18421052631578946,physics
58,58,0.18421052631578946,physics
59,59,0.17333333333333334,physics
60,60,0.17105263157894737,physics
61,61,0.15789473684210525,physics
62,62,0.14864864864864866,physics
63,63,0.16666666666666666,physics
64,64,0.1686746987951807,physics
65,65,0.17857142857142858,physics
66,66,0.14457831325301204,physics
67,67,0.16666666666666666,physics
68,68,0.16666666666666666,physics
69,69,0.15476190476190477,physics
70,70,0.1744186046511628,physics
71,71,0.16853932584269662,physics
72,72,0.16853932584269662,physics
73,73,0.13636363636363635,physics
74,74,0.125,physics
75,75,0.12643678160919541,physics
76,76,0.12790697674418605,physics
77,77,0.12790697674418605,physics
78,78,0.12790697674418605,physics
79,79,0.1511627906976744,physics
80,80,0.1411764705882353,physics
81,81,0.16049382716049382,physics
82,82,0.15853658536585366,physics
83,83,0.16455696202531644,physics
84,84,0.15584415584415584,physics
85,85,0.13580246913580246,physics
86,86,0.16666666666666666,physics
87,87,0.14634146341463414,physics
88,88,0.11842105263157894,physics
89,89,0.14285714285714285,physics
90,90,0.14102564102564102,physics
91,91,0.14285714285714285,physics
92,92,0.14473684210526316,physics
93,93,0.14473684210526316,physics
94,94,0.14473684210526316,physics
95,95,0.13333333333333333,physics
96,96,0.11842105263157894,physics
97,97,0.12162162162162163,physics
98,98,0.1232876712328767,physics
99,99,0.12162162162162163,physics
100,100,0.1232876712328767,physics
101,101,0.12162162162162163,physics
102,102,0.11842105263157894,physics
