,t1,t2,J
0,0.0,0.0,1.0
1,0.0,1.0,0.7931034482758621
2,0.0,2.0,0.7096774193548387
3,0.0,3.0,0.6451612903225806
4,0.0,4.0,0.6451612903225806
5,0.0,5.0,0.3793103448275862
6,0.0,6.0,0.65625
7,0.0,7.0,0.3448275862068966
8,0.0,8.0,0.3793103448275862
9,0.0,9.0,0.3793103448275862
10,0.0,10.0,0.36666666666666664
11,0.0,11.0,0.3
12,0.0,12.0,0.3
13,0.0,13.0,0.26666666666666666
14,0.0,14.0,0.3
15,0.0,15.0,0.25806451612903225
16,0.0,16.0,0.22580645161290322
17,0.0,17.0,0.22580645161290322
18,0.0,18.0,0.22580645161290322
19,0.0,19.0,0.22580645161290322
20,0.0,20.0,0.22580645161290322
21,0.0,21.0,0.25806451612903225
22,0.0,22.0,0.22580645161290322
23,0.0,23.0,0.2727272727272727
24,0.0,24.0,0.2727272727272727
25,0.0,25.0,0.2727272727272727
26,0.0,26.0,0.30303030303030304
27,0.0,27.0,0.30303030303030304
28,0.0,28.0,0.30303030303030304
29,0.0,29.0,0.125
30,0.0,30.0,0.125
31,0.0,31.0,0.15625
32,0.0,32.0,0.15625
33,0.0,33.0,0.15625
34,0.0,34.0,0.20588235294117646
35,0.0,35.0,0.0967741935483871
36,0.0,36.0,0.1
37,0.0,37.0,0.1
38,0.0,38.0,0.12903225806451613
39,0.0,39.0,0.06666666666666667
40,0.0,40.0,0.06666666666666667
41,0.0,41.0,0.06451612903225806
42,0.0,42.0,0.03333333333333333
43,0.0,43.0,0.03333333333333333
44,0.0,44.0,0.03333333333333333
45,0.0,45.0,0.03333333333333333
46,0.0,46.0,0.03333333333333333
47,0.0,47.0,0.03333333333333333
48,0.0,48.0,0.03333333333333333
49,0.0,49.0,0.19444444444444445
50,0.0,50.0,0.06451612903225806
51,0.0,51.0,0.16666666666666666
52,0.0,52.0,0.16216216216216217
53,0.0,53.0,0.14634146341463414
54,0.0,54.0,0.15
55,0.0,55.0,0.15
56,0.0,56.0,0.175
57,0.0,57.0,0.1282051282051282
58,0.0,58.0,0.1282051282051282
59,0.0,59.0,0.1282051282051282
60,0.0,60.0,0.13157894736842105
61,0.0,61.0,0.13513513513513514
62,0.0,62.0,0.19444444444444445
63,0.0,63.0,0.2222222222222222
64,0.0,64.0,0.2222222222222222
65,0.0,65.0,0.2222222222222222
66,0.0,66.0,0.2222222222222222
67,0.0,67.0,0.2222222222222222
68,0.0,68.0,0.125
69,0.0,69.0,0.09375
70,0.0,70.0,0.17647058823529413
71,0.0,71.0,0.15625
72,0.0,72.0,0.19444444444444445
73,0.0,73.0,0.19444444444444445
74,0.0,74.0,0.18181818181818182
75,0.0,75.0,0.17647058823529413
76,0.0,76.0,0.15625
77,0.0,77.0,0.15625
78,0.0,78.0,0.16129032258064516
79,0.0,79.0,0.13333333333333333
80,0.0,80.0,0.13333333333333333
81,0.0,81.0,0.13793103448275862
82,0.0,82.0,0.13793103448275862
83,0.0,83.0,0.13793103448275862
84,0.0,84.0,0.13793103448275862
85,0.0,85.0,0.13793103448275862
86,0.0,86.0,0.13793103448275862
87,0.0,87.0,0.13793103448275862
88,0.0,88.0,0.12903225806451613
89,0.0,89.0,0.12903225806451613
90,0.0,90.0,0.13793103448275862
91,0.0,91.0,0.13793103448275862
92,0.0,92.0,0.13333333333333333
93,0.0,93.0,0.13333333333333333
94,0.0,94.0,0.06666666666666667
95,0.0,95.0,0.06666666666666667
96,0.0,96.0,0.06666666666666667
97,0.0,97.0,0.06666666666666667
98,0.0,98.0,0.13333333333333333
99,0.0,99.0,0.03333333333333333
100,0.0,100.0,0.03333333333333333
101,0.0,101.0,0.03333333333333333
102,0.0,102.0,0.03333333333333333
103,0.0,103.0,0.03333333333333333
104,0.0,104.0,0.03333333333333333
105,0.0,105.0,0.03333333333333333
106,0.0,106.0,0.03333333333333333
107,0.0,107.0,0.03333333333333333
108,0.0,108.0,0.03333333333333333
109,0.0,109.0,0.03333333333333333
110,0.0,110.0,0.03333333333333333
111,0.0,111.0,0.03333333333333333
112,0.0,112.0,0.03333333333333333
113,0.0,113.0,0.03333333333333333
114,0.0,114.0,0.03333333333333333
115,0.0,115.0,0.03333333333333333
116,0.0,116.0,0.03333333333333333
117,0.0,117.0,0.06666666666666667
118,0.0,118.0,0.06666666666666667
119,0.0,119.0,0.06666666666666667
120,0.0,120.0,0.03333333333333333
121,0.0,121.0,0.03333333333333333
122,0.0,122.0,0.06451612903225806
123,0.0,123.0,0.06451612903225806
124,0.0,124.0,0.06451612903225806
125,0.0,125.0,0.06451612903225806
126,0.0,126.0,0.06451612903225806
127,0.0,127.0,0.06451612903225806
128,0.0,128.0,0.06451612903225806
129,0.0,129.0,0.06451612903225806
130,0.0,130.0,0.06451612903225806
131,0.0,131.0,0.06666666666666667
132,0.0,132.0,0.0625
133,0.0,133.0,0.05714285714285714
134,0.0,134.0,0.05714285714285714
135,0.0,135.0,0.05714285714285714
136,0.0,136.0,0.08571428571428572
137,0.0,137.0,0.08571428571428572
138,0.0,138.0,0.08571428571428572
139,0.0,139.0,0.08571428571428572
140,0.0,140.0,0.08571428571428572
141,0.0,141.0,0.1111111111111111
142,0.0,142.0,0.1111111111111111
143,0.0,143.0,0.1111111111111111
144,0.0,144.0,0.1111111111111111
145,0.0,145.0,0.08333333333333333
146,0.0,146.0,0.08333333333333333
147,0.0,147.0,0.1111111111111111
148,0.0,148.0,0.08571428571428572
149,0.0,149.0,0.08823529411764706
150,1.0,0.0,0.7931034482758621
151,1.0,1.0,1.0
152,1.0,2.0,0.8076923076923077
153,1.0,3.0,0.7307692307692307
154,1.0,4.0,0.7307692307692307
155,1.0,5.0,0.4782608695652174
156,1.0,6.0,0.7407407407407407
157,1.0,7.0,0.43478260869565216
158,1.0,8.0,0.4782608695652174
159,1.0,9.0,0.4782608695652174
160,1.0,10.0,0.4583333333333333
161,1.0,11.0,0.375
162,1.0,12.0,0.375
163,1.0,13.0,0.3333333333333333
164,1.0,14.0,0.375
165,1.0,15.0,0.32
166,1.0,16.0,0.28
167,1.0,17.0,0.28
168,1.0,18.0,0.28
169,1.0,19.0,0.28
170,1.0,20.0,0.28
171,1.0,21.0,0.32
172,1.0,22.0,0.28
173,1.0,23.0,0.3333333333333333
174,1.0,24.0,0.3333333333333333
175,1.0,25.0,0.3333333333333333
176,1.0,26.0,0.37037037037037035
177,1.0,27.0,0.37037037037037035
178,1.0,28.0,0.37037037037037035
179,1.0,29.0,0.15384615384615385
180,1.0,30.0,0.15384615384615385
181,1.0,31.0,0.19230769230769232
182,1.0,32.0,0.19230769230769232
183,1.0,33.0,0.19230769230769232
184,1.0,34.0,0.25
185,1.0,35.0,0.12
186,1.0,36.0,0.125
187,1.0,37.0,0.125
188,1.0,38.0,0.16
189,1.0,39.0,0.08333333333333333
190,1.0,40.0,0.08333333333333333
191,1.0,41.0,0.08
192,1.0,42.0,0.041666666666666664
193,1.0,43.0,0.041666666666666664
194,1.0,44.0,0.041666666666666664
195,1.0,45.0,0.041666666666666664
196,1.0,46.0,0.041666666666666664
197,1.0,47.0,0.041666666666666664
198,1.0,48.0,0.041666666666666664
199,1.0,49.0,0.23333333333333334
200,1.0,50.0,0.08
201,1.0,51.0,0.2
202,1.0,52.0,0.1935483870967742
203,1.0,53.0,0.17142857142857143
204,1.0,54.0,0.17647058823529413
205,1.0,55.0,0.17647058823529413
206,1.0,56.0,0.20588235294117646
207,1.0,57.0,0.15151515151515152
208,1.0,58.0,0.15151515151515152
209,1.0,59.0,0.15151515151515152
210,1.0,60.0,0.15625
211,1.0,61.0,0.16129032258064516
212,1.0,62.0,0.23333333333333334
213,1.0,63.0,0.26666666666666666
214,1.0,64.0,0.26666666666666666
215,1.0,65.0,0.26666666666666666
216,1.0,66.0,0.26666666666666666
217,1.0,67.0,0.26666666666666666
218,1.0,68.0,0.15384615384615385
219,1.0,69.0,0.11538461538461539
220,1.0,70.0,0.13333333333333333
221,1.0,71.0,0.14814814814814814
222,1.0,72.0,0.15625
223,1.0,73.0,0.15625
224,1.0,74.0,0.13793103448275862
225,1.0,75.0,0.13333333333333333
226,1.0,76.0,0.10714285714285714
227,1.0,77.0,0.10714285714285714
228,1.0,78.0,0.1111111111111111
229,1.0,79.0,0.07692307692307693
230,1.0,80.0,0.07692307692307693
231,1.0,81.0,0.08
232,1.0,82.0,0.08
233,1.0,83.0,0.08
234,1.0,84.0,0.08
235,1.0,85.0,0.08
236,1.0,86.0,0.08
237,1.0,87.0,0.08
238,1.0,88.0,0.07407407407407407
239,1.0,89.0,0.07407407407407407
240,1.0,90.0,0.08
241,1.0,91.0,0.08
242,1.0,92.0,0.07692307692307693
243,1.0,93.0,0.07692307692307693
244,1.0,94.0,0.04
245,1.0,95.0,0.04
246,1.0,96.0,0.04
247,1.0,97.0,0.04
248,1.0,98.0,0.07692307692307693
249,1.0,99.0,0.041666666666666664
250,1.0,100.0,0.041666666666666664
251,1.0,101.0,0.041666666666666664
252,1.0,102.0,0.041666666666666664
253,1.0,103.0,0.041666666666666664
254,1.0,104.0,0.041666666666666664
255,1.0,105.0,0.041666666666666664
256,1.0,106.0,0.041666666666666664
257,1.0,107.0,0.041666666666666664
258,1.0,108.0,0.041666666666666664
259,1.0,109.0,0.041666666666666664
260,1.0,110.0,0.041666666666666664
261,1.0,111.0,0.041666666666666664
262,1.0,112.0,0.041666666666666664
263,1.0,113.0,0.041666666666666664
264,1.0,114.0,0.041666666666666664
265,1.0,115.0,0.041666666666666664
266,1.0,116.0,0.041666666666666664
267,1.0,117.0,0.08333333333333333
268,1.0,118.0,0.08333333333333333
269,1.0,119.0,0.08333333333333333
270,1.0,120.0,0.041666666666666664
271,1.0,121.0,0.041666666666666664
272,1.0,122.0,0.08
273,1.0,123.0,0.08
274,1.0,124.0,0.08
275,1.0,125.0,0.08
276,1.0,126.0,0.08
277,1.0,127.0,0.08
278,1.0,128.0,0.08
279,1.0,129.0,0.08
280,1.0,130.0,0.08
281,1.0,131.0,0.08333333333333333
282,1.0,132.0,0.07692307692307693
283,1.0,133.0,0.06896551724137931
284,1.0,134.0,0.06896551724137931
285,1.0,135.0,0.06896551724137931
286,1.0,136.0,0.10344827586206896
287,1.0,137.0,0.10344827586206896
288,1.0,138.0,0.10344827586206896
289,1.0,139.0,0.10344827586206896
290,1.0,140.0,0.10344827586206896
291,1.0,141.0,0.13333333333333333
