First_day,N_nodes,L/N,clustering,clustering_ER,clustering_BA,clustering/clustering_ER,L/N_core,N_core,L/N_core_per,mean_core_dr,mean_core/per_dr
0,140,3.357142857142857,0.2917797513369414,0.048304213771839674,0.07372379253261829,6.040461660656255,5.157894736842105,19,1.929078014184397,42.905395506741975,10.381832381160757
1,130,2.923076923076923,0.27547646804198056,0.04531902206320811,0.06710866739729676,6.078605748768439,4.0,11,1.633587786259542,59.058707181828595,11.257582817180815
2,137,2.7153284671532845,0.25614315651909303,0.0399313009875483,0.06041159684622342,6.414595822935136,3.923076923076923,13,1.608695652173913,50.79432837965179,10.512327811707046
3,149,2.6040268456375837,0.2464821233114053,0.03518955196807546,0.055070502162619384,7.0044120918339035,3.6,10,1.4666666666666666,62.43407975700567,12.900899344344152
4,157,2.535031847133758,0.22343830118737082,0.03250040829658664,0.0519308213618362,6.874938282262671,3.4444444444444446,9,1.3481012658227849,66.17448615261036,13.519805981004994
5,162,2.4691358024691357,0.21277308324666594,0.030672494440610383,0.04961973098357101,6.936934446549426,4.136363636363637,22,1.4478527607361964,37.63827916200964,10.169872787129146
6,165,2.4545454545454546,0.21923650465106215,0.02993348115299335,0.04877413649709238,7.324123229454002,4.105263157894737,19,1.4156626506024097,41.333327888796354,10.878195270593041
7,166,2.4397590361445785,0.21464571949308395,0.029572836801752465,0.048300610419241066,7.25820525545132,3.3333333333333335,15,1.467065868263473,47.0494531523127,11.510894970189465
8,157,2.3630573248407645,0.19964001005303758,0.030295606728727748,0.04840787619407345,6.589734671454173,3.8947368421052633,19,1.360759493670886,38.50773166868643,9.749407743352705
9,153,2.3398692810457518,0.19906388930298918,0.030787753697970415,0.048693344909872344,6.465684091662453,3.736842105263158,19,1.3506493506493507,37.03128069941594,9.715652265546694
10,155,2.3548387096774195,0.1963829234840313,0.03058232090490155,0.04861850634761075,6.421452580224421,3.2666666666666666,15,1.3717948717948718,42.826947139124826,10.57726267456257
11,152,2.361842105263158,0.19284032073055907,0.03128267689090276,0.049347201769443724,6.164444347364612,3.8947368421052633,19,1.326797385620915,37.41088281667474,9.948677730773623
12,144,2.4027777777777777,0.2050213741615444,0.03360528360528361,0.05187614913858722,6.100867249616361,3.8421052631578947,19,1.3517241379310345,35.79213649069052,9.52324299109411
13,143,2.4265734265734267,0.18288233906244297,0.034177090515118684,0.052610988796184366,5.351021292510039,3.761904761904762,21,1.3888888888888888,33.75598653391153,9.448055123873337
14,145,2.43448275862069,0.16310484795120878,0.033812260536398464,0.052341123061904124,4.8238374294918405,2.6363636363636362,11,1.3287671232876712,46.914177387235924,9.754191981725407
15,145,2.420689655172414,0.16243277795001929,0.03362068965517241,0.05204457278959872,4.831333908256984,3.6842105263157894,19,1.356164383561644,33.299675338906425,8.12608243116486
16,143,2.3916083916083917,0.15771030406603814,0.03368462523392101,0.0518529053841356,4.681967009305512,3.0,16,1.4305555555555556,36.091806300280794,8.31983408301532
17,141,2.326241134751773,0.13988986917818513,0.033232016210739616,0.05086622100087363,4.209490880453314,3.0588235294117645,17,1.3591549295774648,34.05871770032886,7.9326290526679415
18,143,2.3146853146853146,0.12910919281783514,0.032601201615286124,0.050185121877628316,3.9602587150437465,2.6666666666666665,15,1.4125874125874125,36.56146382642809,8.218924992028553
19,147,2.2448979591836733,0.13079164759459175,0.030752026838132513,0.04786633202317133,4.253106576780497,2.7333333333333334,15,1.3877551020408163,37.198552561237754,8.620888495641141
20,144,2.3125,0.1633410281414404,0.032342657342657344,0.04992704526921833,5.050328005238049,2.9285714285714284,14,1.3611111111111112,40.63957691161822,8.625230292760323
21,137,2.3795620437956204,0.18463015380660566,0.034993559467582654,0.05294134562330332,5.276118137614535,3.1538461538461537,13,1.364963503649635,43.74469364237461,8.96418084961208
22,133,2.3909774436090228,0.17156137959389692,0.036226930963773066,0.054149106014296865,4.735741478223985,3.2666666666666666,15,1.3759398496240602,38.84017624578963,7.967512991896169
23,132,2.356060606060606,0.16823753824525634,0.03597039093222299,0.053599827126209316,4.677111754561049,3.235294117647059,17,1.4242424242424243,40.19071417545723,9.610286685399744
24,126,2.4126984126984126,0.16627253269293144,0.038603174603174605,0.05643210552211026,4.307224325515905,3.2666666666666666,15,1.4285714285714286,41.92563496830999,8.732991475088378
25,126,2.4444444444444446,0.17022132812723412,0.03911111111111111,0.05717463322634855,4.352249866889509,3.5,18,1.4523809523809523,37.31367883656074,8.845969516904542
26,124,2.5,0.18376631917470423,0.04065040650406504,0.059032302773657896,4.5206514516977245,3.761904761904762,21,1.435483870967742,33.9320685510081,8.791836588699837
27,123,2.5040650406504064,0.19326551533656433,0.041050246568039454,0.059412838424530545,4.7080232518514356,3.5,16,1.4471544715447155,38.35551808943204,8.207681467192605
28,125,2.488,0.18485295495471268,0.040129032258064516,0.058469538812505474,4.606464311572422,3.5625,16,1.416,38.284287558244884,7.970677122625736
29,125,2.544,0.19452797108455533,0.04103225806451613,0.05978557344815672,4.740854641211647,3.6,15,1.44,40.520234735973766,8.673912023463163
30,125,2.512,0.19922365915860535,0.04051612903225806,0.059033553656356,4.9171444537553874,3.764705882352941,17,1.408,36.456382166391094,8.295970760221044
31,125,2.512,0.20385803871995548,0.04051612903225806,0.059033553656356,5.031528025731386,3.823529411764706,17,1.408,35.86912576833117,8.306160669568303
32,126,2.5317460317460316,0.1977246828531349,0.04050793650793651,0.059216584413003856,4.881134412126763,4.068965517241379,29,1.3492063492063493,27.066562212849774,8.199288550401183
33,121,2.487603305785124,0.19574931586914437,0.04146005509641873,0.0595978107276839,4.721395459169396,4.035714285714286,28,1.3057851239669422,27.310290401175443,7.8762521610069625
34,111,2.630630630630631,0.22057064821476943,0.04782964782964783,0.06630287691835907,4.611588381339614,4.033333333333333,30,1.3963963963963963,25.923209442923994,7.378630432531562
35,110,2.5454545454545454,0.1989188436711203,0.04670558798999166,0.06449608410525441,4.2589945278870225,3.793103448275862,29,1.3818181818181818,25.661646437159085,7.227321049010727
36,107,2.5514018691588785,0.20838338792256178,0.04813965790865808,0.06569658022523321,4.328725981351091,3.76,25,1.411214953271028,26.443889573291894,6.4087695612297635
37,105,2.533333333333333,0.19315195137145175,0.04871794871794872,0.06594993459550134,3.964697949203483,3.7037037037037037,27,1.3714285714285714,24.5771247093309,6.483725970221038
38,102,2.588235294117647,0.19949631155297412,0.0512521840419336,0.06851896003488783,3.8924450788233704,3.7037037037037037,27,1.4019607843137254,23.827994566152682,6.220806297262173
39,105,2.5714285714285716,0.1954267346977317,0.04945054945054945,0.06694166293528332,3.9519628572207965,3.7777777777777777,27,1.4,24.10911406382222,6.547096027632365
40,103,2.592233009708738,0.20409584282155932,0.0508280982295831,0.06823898624699862,4.015413716635397,3.888888888888889,27,1.3883495145631068,24.472258910030828,6.515094022047704
41,103,2.5242718446601944,0.21602752975649564,0.04949552636588616,0.06644994915438067,4.36458697619566,3.6956521739130435,23,1.4563106796116505,27.213131662109312,6.475250458221374
42,104,2.5,0.21372937666983458,0.04854368932038835,0.0654440741020243,4.402825159398592,3.652173913043478,23,1.4519230769230769,27.101573565803175,6.651718867710679
43,105,2.4285714285714284,0.20691633325040373,0.046703296703296704,0.06322268166110091,4.430443841361586,3.7142857142857144,21,1.3714285714285714,27.282755440319388,6.5763769767213
44,103,2.3398058252427183,0.2004580664803394,0.04587854559299448,0.06159399133156055,4.369320428303829,3.4444444444444446,18,1.3786407766990292,28.584070050020948,6.684191520637712
45,103,2.2815533980582523,0.19769032535650366,0.044736341138397105,0.060060530966459455,4.419009698288144,3.4210526315789473,19,1.3106796116504855,26.84105079942733,6.446946937480798
46,101,2.257425742574257,0.18746855518018565,0.04514851485148515,0.06010209064075449,4.152264051140077,3.4761904761904763,21,1.2574257425742574,24.458885473527534,6.07835754464004
47,102,2.1862745098039214,0.18574753168000616,0.043292564550572704,0.05787775790825753,4.290518097236375,3.3,20,1.2450980392156863,23.194474964285682,5.595211836863373
48,99,2.1515151515151514,0.19018672612559637,0.04390847247990105,0.05794580925456735,4.331435720353371,3.1176470588235294,17,1.2828282828282829,26.70783698140282,5.937060288406616
49,92,2.1847826086956523,0.18411421225856403,0.04801720019111323,0.06136169611564991,3.834338768728105,3.0588235294117645,17,1.315217391304348,26.275794033185687,5.66530086561504
50,86,2.116279069767442,0.17787407794991214,0.04979480164158687,0.06174931925592766,3.572141510477631,2.25,8,1.2093023255813953,41.617863293679385,7.499830696853508
51,85,2.0470588235294116,0.15218841516539727,0.04873949579831933,0.060123671787505745,3.122486449083151,2.8,10,1.1411764705882352,35.24399496913917,6.782655987728894
52,82,2.024390243902439,0.17178727776288752,0.04998494429388738,0.06066664730161721,3.436780418376804,2.25,8,1.170731707317073,40.27429401635408,7.470151497337801
53,84,2.0,0.1470337834468269,0.04819277108433735,0.05913294429190393,3.0509510065216583,3.076923076923077,13,1.0714285714285714,29.761861633823187,6.129286315824155
54,87,1.8850574712643677,0.1376279212486109,0.04383854584335739,0.054645666151755,3.139427154823496,3.076923076923077,13,0.9885057471264368,28.942430813399774,6.146587268570008
55,87,1.9425287356321839,0.14379011792804894,0.04517508687516707,0.0563116925588207,3.182951663720894,3.230769230769231,13,1.0229885057471264,29.45117897795901,6.174188779594151
56,84,1.9285714285714286,0.13988140444907365,0.04647160068846816,0.05702105342433594,3.01004059203377,3.076923076923077,13,1.0357142857142858,28.40287093751348,6.039893673214258
57,81,1.8888888888888888,0.11661690233814989,0.04722222222222222,0.05699481203837193,2.469534402454939,2.727272727272727,11,1.037037037037037,30.030546070745206,6.119694125312597
