First_day,N_nodes,L/N,clustering,L/N_core,N_core,L/N_core_per,mean_core_dr,mean_core/per_dr
58,43,1.186046511627907,0.11311956777073057,0.6666666666666666,3,0.5813953488372093,61.50011903440598,6.647518188998952
59,39,1.0512820512820513,0.057346357346357346,0.6666666666666666,3,0.48717948717948717,59.881463648147445,6.8361224757476755
60,40,1.075,0.05581168831168831,0.6666666666666666,3,0.5,59.09566341902669,7.09847269849872
61,40,1.15,0.11637362637362636,0.0,1,0.35,53.40937060325253,4.530500270580879
62,40,1.15,0.08751831501831502,0.75,4,0.65,29.19909525770659,2.6782347260851442
63,47,1.1914893617021276,0.14076524226711962,0.0,1,0.3617021276595745,61.9527331945971,5.501428283726846
64,47,1.2340425531914894,0.13509148340187138,0.0,1,0.3617021276595745,65.35418011889365,5.784720689372428
65,53,1.1886792452830188,0.10721949157021297,0.0,1,0.32075471698113206,65.58985157524201,6.460268872665411
66,54,1.2222222222222223,0.08405954974582425,0.0,1,0.3333333333333333,63.95832733155986,6.49121342607812
67,59,1.2203389830508475,0.09054415700267616,0.0,1,0.3389830508474576,71.68996999909494,7.765479135505372
68,63,1.380952380952381,0.13219606097452888,0.5,2,0.49206349206349204,51.869761512066475,5.438774449406698
69,68,1.411764705882353,0.13726071456250485,0.5,2,0.4852941176470588,61.39665965346752,6.597992790474465
70,74,1.4324324324324325,0.1535284535284535,1.75,8,0.7972972972972973,43.74266006142793,6.5086208522636255
71,73,1.4109589041095891,0.12100456621004567,1.75,8,0.7671232876712328,43.80232866704109,6.451196139340547
72,67,1.4477611940298507,0.15679395231634036,1.8333333333333333,6,0.7164179104477612,44.3806350404422,5.639189909937536
73,70,1.4,0.15645227788084928,1.0,5,0.7,47.83026385085452,6.072760787488608
74,67,1.3432835820895523,0.12570480928689884,1.3333333333333333,6,0.6865671641791045,45.50424769232964,6.027644691647912
75,68,1.3676470588235294,0.13522408963585433,1.3333333333333333,6,0.6470588235294118,44.837227403804796,5.429218324856724
76,69,1.4782608695652173,0.13068587485063457,1.8,5,0.5507246376811594,48.65237131154089,5.660169267533851
77,66,1.5454545454545454,0.13404917522564583,1.25,8,0.9090909090909091,47.297197781148434,6.458708387608639
78,64,1.5,0.10273042929292929,1.0,4,0.5625,47.94996475149086,4.819425642458059
79,57,1.543859649122807,0.11815280236332866,1.0,4,0.5964912280701754,46.5579698172006,4.720468683780995
80,54,1.462962962962963,0.09124044679600234,0.8,5,0.6481481481481481,32.9604760371922,3.0380582684233155
81,52,1.5576923076923077,0.07208485958485959,0.8571428571428571,7,0.8269230769230769,36.93235200226663,3.837116315621407
82,50,1.64,0.05554834054834056,1.0,8,0.92,41.61562121103078,5.477111154077991
83,47,1.574468085106383,0.04434312732185072,0.8,5,0.7446808510638298,43.950123165917105,4.1723986054518285
84,45,1.6222222222222222,0.07683822350489018,0.8333333333333334,6,0.9333333333333333,47.28474134631594,4.894419335118687
85,48,1.5208333333333333,0.06403920153920155,0.6666666666666666,3,0.6041666666666666,71.10201858099431,6.768917741878927
86,47,1.4893617021276595,0.10127685553217468,0.75,4,0.7021276595744681,59.59732347136642,5.758893426179063
87,40,1.55,0.11770562770562769,1.5714285714285714,7,0.9,41.26063691973546,4.0781648068532474
88,37,1.4594594594594594,0.12416052416052416,0.6666666666666666,3,0.7567567567567568,71.93131678105938,6.445770641882394
89,31,1.6451612903225807,0.17390029325513195,0.6666666666666666,3,0.8709677419354839,68.8895587622872,5.9140471505996866
90,33,1.5151515151515151,0.13284358738904192,0.6666666666666666,3,0.7878787878787878,66.1339764117957,6.075545124897674
91,33,1.4545454545454546,0.14759937032664308,0.6666666666666666,3,0.8181818181818182,69.15518114835551,8.286623594692342
92,41,1.3902439024390243,0.10312532995459825,1.2,5,0.7804878048780488,54.54341869465318,6.353163130410607
93,41,1.4146341463414633,0.11174462393974587,1.3333333333333333,6,0.8292682926829268,54.47775597828496,7.371771191362961
94,47,1.4680851063829787,0.15884446522744397,1.2857142857142858,7,0.9361702127659575,42.913488979067424,4.946499195850495
95,47,1.4042553191489362,0.12434988179669028,1.2857142857142858,7,0.8936170212765957,43.97547078672272,4.400987067180461
96,48,1.4375,0.125998075998076,1.1428571428571428,7,0.9375,41.83752007822101,3.9330733330097685
97,52,1.4615384615384615,0.15012385275543172,1.0,3,0.6730769230769231,58.39134422965207,4.8385269928519845
98,59,1.6271186440677967,0.1553672316384181,0.8333333333333334,6,1.0677966101694916,64.41048537535906,6.055095877765901
99,62,1.6290322580645162,0.16298468556533074,2.0,10,1.032258064516129,60.14434032284748,8.145663565794115
100,63,1.6031746031746033,0.15626445864541105,0.8333333333333334,6,1.0476190476190477,63.57596486353731,6.322360262999433
101,59,1.7796610169491525,0.19053545324731766,1.25,8,1.2542372881355932,59.01248085293864,6.227197360076077
102,61,1.819672131147541,0.20793004809398258,2.5454545454545454,11,1.0655737704918034,64.33555403307246,9.815418142095327
103,63,1.9206349206349207,0.22578502319703156,2.4444444444444446,9,1.126984126984127,82.58251092404117,10.616957464624765
104,59,2.0508474576271185,0.28066093206671483,2.0,7,1.2881355932203389,86.50211306461632,8.316432894206114
105,62,2.0,0.2924788710130266,2.5,8,1.2096774193548387,90.72818858883522,11.371361438869577
106,64,2.015625,0.2726363640014956,2.9,10,1.123076923076923,77.3507668378715,10.244990217054685
107,58,2.0172413793103448,0.2348780304662658,3.0,12,1.1206896551724137,67.1582053947293,9.049263996107571
108,50,2.04,0.24106038406038405,3.0,12,1.06,66.86105125612389,8.743992262938328
109,49,2.020408163265306,0.22178535749964318,2.8461538461538463,13,1.0816326530612246,62.40382940756322,8.423573924085423
110,51,2.019607843137255,0.2112398494751436,2.6363636363636362,11,1.1764705882352942,68.99774693165912,9.497230354086087
111,52,1.9038461538461537,0.2090667879129417,2.272727272727273,11,1.1730769230769231,67.18901171894889,9.33814974697108
112,50,1.8,0.1405631035631036,2.25,12,1.04,65.26598359192647,10.272296284237939
113,46,1.673913043478261,0.16964882943143814,1.5555555555555556,9,1.0217391304347827,70.44858426931562,7.422233815560378
114,44,1.5909090909090908,0.12084582084582086,1.4166666666666667,12,1.0909090909090908,59.33676805831718,10.71311503814136
115,46,1.5217391304347827,0.093782545956459,0.8,10,1.1521739130434783,53.29550809651092,5.042239562765694
116,49,1.4081632653061225,0.07530406101834675,0.5555555555555556,9,1.0408163265306123,54.98262010899961,4.864666423404448
117,54,1.3518518518518519,0.09637379081823526,0.0,4,0.6666666666666666,45.19382919658251,2.993796373157531
118,63,1.3650793650793651,0.1078769554960031,0.14285714285714285,7,0.9523809523809523,46.926892350465316,3.7651116557122974
119,64,1.328125,0.09756198662448662,0.2,5,0.765625,43.780712785365274,3.3767007609592605
120,62,1.3870967741935485,0.10771987868762063,0.42857142857142855,7,0.9838709677419355,46.345090901987156,3.9076658670549898
121,62,1.435483870967742,0.09381720430107526,0.5,8,1.0806451612903225,44.54004414911245,4.528163602806407
122,64,1.46875,0.11147862554112553,0.7777777777777778,9,1.078125,45.43871845459916,5.057560112249166
123,64,1.609375,0.12276109307359305,0.7777777777777778,9,1.125,46.6745093285311,6.249943600722881
124,65,1.6307692307692307,0.10843489843489842,0.7777777777777778,9,1.1384615384615384,46.854993968771765,6.0487926132781045
125,67,1.626865671641791,0.12496339307022732,1.0,7,1.0298507462686568,52.593933246598716,6.563315539846149
126,66,1.6818181818181819,0.17429996903681114,1.0,7,1.0,54.22555816113042,6.477380982406512
127,70,1.6571428571428573,0.15338280766852194,1.4615384615384615,13,1.1714285714285715,36.14638416875503,5.03124980733029
128,68,1.5,0.12962670714218705,0.5,4,0.6666666666666666,64.57923187779294,5.968631346986504
129,66,1.5909090909090908,0.14109501609501607,0.5,4,0.75,65.63683936637624,5.286751091256177
130,65,1.6307692307692307,0.17486300024761567,0.5,4,0.7538461538461538,66.94578460997444,5.556732774694409
131,63,1.5238095238095237,0.17526671787323414,0.6666666666666666,6,0.8888888888888888,45.80523173077352,3.954507456844043
132,64,1.453125,0.1773866758241758,0.0,2,0.515625,81.0647687677537,6.792382194087379
133,72,1.3611111111111112,0.12875763125763123,0.0,2,0.5277777777777778,85.95744210309812,7.60052835089649
134,72,1.4305555555555556,0.188298004677315,0.0,2,0.5416666666666666,90.63449260940814,8.038735876948158
135,73,1.3972602739726028,0.13612089584692325,0.0,2,0.4794520547945205,76.21113772343291,6.68470745484231
136,74,1.4594594594594594,0.11673316173316173,0.0,3,0.6133333333333333,78.4900006589598,7.175499187545174
137,71,1.4507042253521127,0.08905554539357356,0.0,2,0.4861111111111111,102.48118354515624,9.114075921729626
138,71,1.5070422535211268,0.08008962868117799,0.0,2,0.5277777777777778,102.427941881647,9.03836878037315
139,70,1.5,0.0773258315183781,0.0,4,0.7323943661971831,62.98255365588272,6.388081516940906
140,68,1.5294117647058822,0.08153513153513152,0.25,4,0.7536231884057971,64.963601993552,6.835683223466883
141,70,1.5285714285714285,0.08427873713587997,1.75,12,0.9295774647887324,32.506019658123684,4.192913546839376
142,71,1.5070422535211268,0.0590112479885903,1.6,10,0.8888888888888888,32.93237612462943,3.6899618186609318
143,70,1.5285714285714285,0.08867656153370439,2.25,12,0.8028169014084507,36.72216690381216,4.8020001160196735
144,66,1.5909090909090908,0.09936704709431982,1.0,8,0.9850746268656716,45.18692415845141,5.8932574361277545
145,64,1.53125,0.0936514463241437,0.6666666666666666,6,0.8461538461538461,53.088907480431295,6.671280984674872
146,59,1.4745762711864407,0.06799838579499597,0.0,1,0.3559322033898305,162.8838333229354,14.941106846616638
147,62,1.5,0.09712649435650839,0.0,1,0.3870967741935484,172.55137846833702,15.97000834548779
148,62,1.5161290322580645,0.09488078541374476,0.0,1,0.3870967741935484,173.08475812597683,16.058556951431346
149,67,1.3880597014925373,0.10137772675086108,0.0,1,0.40298507462686567,192.7731692400565,19.529166032071416
150,68,1.3676470588235294,0.1192770211532889,0.0,1,0.4411764705882353,194.7460922786701,19.880312525493213
151,71,1.380281690140845,0.11078193297717341,0.0,1,0.4225352112676056,195.72163290349613,20.63613573268803
152,73,1.3424657534246576,0.10142059868087265,0.0,1,0.3698630136986301,182.65143309354988,20.67444185966616
153,69,1.318840579710145,0.10292922321907828,1.0,4,0.7,63.23768594868598,7.4040745571240825
154,65,1.4,0.11879157879157878,0.3333333333333333,3,0.7121212121212122,78.10448974349772,8.707035847292936
155,65,1.3846153846153846,0.10198734598734599,0.3333333333333333,3,0.6818181818181818,77.31989564266533,8.920211230622863
156,56,1.375,0.10752551020408163,0.0,1,0.38596491228070173,168.671296898413,18.38367328378714
157,54,1.2777777777777777,0.08017110677929391,0.0,1,0.34545454545454546,170.56372800211562,18.235410609359707
158,49,1.2448979591836735,0.11631319194344403,0.0,1,0.36,163.18598526899223,17.89737698846718
159,47,1.2765957446808511,0.13130699088145895,0.0,1,0.3125,155.6071516710137,16.153657915601553
160,46,1.2173913043478262,0.11060606060606058,0.0,2,0.40425531914893614,92.87573230231,11.026015028843075
161,45,1.2444444444444445,0.13464387464387464,0.0,2,0.5217391304347826,104.29647553519904,11.650843317376257
162,52,1.1538461538461537,0.101179909833756,0.3333333333333333,3,0.5576923076923077,75.01528904921487,9.756857465557047
163,54,1.1481481481481481,0.0734006734006734,0.8,5,0.6792452830188679,55.08246320929644,7.459596011847091
164,49,1.183673469387755,0.0702329416615131,0.5,4,0.673469387755102,63.268551377149684,7.728657670008116
165,51,1.1568627450980393,0.07069237951590893,0.5,4,0.6862745098039216,67.47326102069074,9.357079691945188
166,56,1.25,0.11532815049096559,0.5,4,0.7857142857142857,69.97392232157976,10.068245268491337
167,59,1.2372881355932204,0.10908528991779239,0.5,4,0.7457627118644068,69.64959719619736,11.069504812768107
168,59,1.2542372881355932,0.1243716984245399,0.5,4,0.7457627118644068,68.76367806842619,10.851957165549353
169,56,1.25,0.14318898013750955,0.5,4,0.7857142857142857,67.76936714897948,11.099103815910563
