QId,PostUserId,Time,days
312,143.0,2011-08-15 14:49:31.277,5
319,149.0,2011-08-15 21:47:11.647,6
339,46.0,2011-08-16 09:37:33.390,6
349,155.0,2011-08-16 19:15:43.947,6
362,124.0,2011-08-16 23:55:20.203,7
365,186.0,2011-08-17 05:03:06.210,7
366,155.0,2011-08-17 05:53:58.983,7
369,106.0,2011-08-17 07:42:21.223,7
373,46.0,2011-08-17 08:50:11.173,7
374,46.0,2011-08-17 08:57:58.263,7
381,7.0,2011-08-17 15:25:45.737,7
385,203.0,2011-08-17 21:06:24.353,8
392,81.0,2011-08-18 08:02:57.983,8
394,121.0,2011-08-18 09:22:06.857,8
395,155.0,2011-08-18 10:09:34.710,8
404,60.0,2011-08-19 05:43:21.767,9
405,192.0,2011-08-19 09:21:06.430,9
407,227.0,2011-08-19 11:12:40.413,9
408,227.0,2011-08-19 11:19:41.247,9
410,227.0,2011-08-19 13:15:39.460,9
417,227.0,2011-08-19 19:47:03.370,10
418,227.0,2011-08-19 19:56:12.980,10
419,227.0,2011-08-19 20:09:38.683,10
421,230.0,2011-08-19 21:48:57.783,10
425,190.0,2011-08-20 10:13:14.920,10
436,32.0,2011-08-21 05:04:59.320,11
437,124.0,2011-08-21 05:08:34.903,11
441,244.0,2011-08-21 20:54:25.290,12
443,230.0,2011-08-22 07:32:14.430,12
444,81.0,2011-08-22 10:37:47.347,12
450,81.0,2011-08-22 12:29:34.340,12
454,248.0,2011-08-22 14:31:50.330,12
475,65.0,2011-08-23 03:43:26.180,13
477,94.0,2011-08-23 08:41:47.820,13
487,101.0,2011-08-23 19:26:39.307,14
492,101.0,2011-08-23 22:56:44.240,14
493,124.0,2011-08-24 00:10:41.367,14
495,124.0,2011-08-24 01:16:57.207,14
509,284.0,2011-08-24 14:48:57.357,14
526,124.0,2011-08-24 23:54:32.023,15
530,80.0,2011-08-25 03:59:48.260,15
536,168.0,2011-08-25 12:18:17.373,15
543,303.0,2011-08-25 14:28:57.167,15
545,217.0,2011-08-25 16:38:03.937,15
547,30.0,2011-08-25 19:27:15.777,16
560,336.0,2011-08-26 09:16:24.593,16
565,99.0,2011-08-26 14:06:25.390,16
568,65.0,2011-08-26 16:23:17.600,16
571,212.0,2011-08-26 19:45:04.167,17
576,112.0,2011-08-26 22:22:24.033,17
579,342.0,2011-08-27 03:04:26.693,17
581,227.0,2011-08-27 06:38:41.083,17
610,101.0,2011-08-28 03:00:26.777,18
611,159.0,2011-08-28 09:02:14.937,18
634,355.0,2011-08-29 21:26:18.110,20
641,361.0,2011-08-30 18:53:11.920,20
645,370.0,2011-08-30 23:30:10.463,21
652,30.0,2011-08-31 19:43:47.843,22
657,30.0,2011-09-01 05:00:12.673,22
658,190.0,2011-09-01 06:58:00.050,22
662,101.0,2011-09-01 18:28:29.277,22
666,382.0,2011-09-02 12:59:33.763,23
673,10.0,2011-09-04 00:31:31.927,25
675,355.0,2011-09-04 21:06:38.953,26
680,30.0,2011-09-06 15:03:01.710,27
682,409.0,2011-09-06 19:54:23.020,28
690,409.0,2011-09-06 23:10:05.267,28
696,81.0,2011-09-07 06:25:05.033,28
699,227.0,2011-09-07 08:59:54.493,28
705,38.0,2011-09-07 14:48:09.837,28
711,10.0,2011-09-09 05:31:28.823,30
726,358.0,2011-09-10 21:49:25.860,32
732,72.0,2011-09-11 03:59:27.067,32
734,227.0,2011-09-11 08:49:35.283,32
735,30.0,2011-09-11 16:47:48.763,32
743,433.0,2011-09-11 20:04:58.967,33
749,30.0,2011-09-12 18:01:15.973,33
756,205.0,2011-09-13 05:05:31.537,34
765,38.0,2011-09-13 16:29:30.330,34
768,450.0,2011-09-13 22:07:43.023,35
778,44.0,2011-09-14 13:41:56.373,35
780,450.0,2011-09-14 18:26:27.107,35
786,81.0,2011-09-15 06:49:25.490,36
792,467.0,2011-09-16 02:00:50.640,37
803,64.0,2011-09-16 21:49:00.987,38
809,475.0,2011-09-17 21:05:32.440,39
811,409.0,2011-09-18 00:11:20.107,39
823,490.0,2011-09-19 16:51:15.490,40
832,248.0,2011-09-20 13:14:59.987,41
837,186.0,2011-09-21 06:05:47.487,42
839,124.0,2011-09-21 14:48:43.080,42
844,450.0,2011-09-22 14:28:21.650,43
855,30.0,2011-09-23 18:32:40.677,44
860,149.0,2011-09-25 20:04:23.783,47
862,514.0,2011-09-25 22:58:08.307,47
868,30.0,2011-09-27 13:57:44.737,48
871,30.0,2011-09-28 06:42:17.040,49
872,30.0,2011-09-28 06:49:23.443,49
878,522.0,2011-09-28 19:53:10.877,50
880,56.0,2011-09-30 04:32:59.973,51
884,528.0,2011-09-30 20:25:51.660,52
891,111.0,2011-10-04 18:30:28.600,55
898,535.0,2011-10-07 03:45:57.420,58
899,144.0,2011-10-07 10:48:32.497,58
900,132.0,2011-10-07 13:21:35.730,58
901,132.0,2011-10-07 13:37:18.670,58
903,217.0,2011-10-07 16:51:34.157,58
908,56.0,2011-10-08 20:43:46.240,60
910,541.0,2011-10-09 00:32:34.153,60
913,201.0,2011-10-05 00:57:58.047,56
916,542.0,2011-10-09 18:44:26.933,60
923,391.0,2011-10-10 06:12:08.547,61
924,121.0,2011-10-10 07:23:51.493,61
928,248.0,2011-10-12 12:23:18.867,63
932,553.0,2011-10-13 15:50:41.763,64
933,556.0,2011-10-16 05:14:16.490,67
937,558.0,2011-10-16 15:26:58.583,67
955,561.0,2011-10-19 18:13:07.750,70
960,566.0,2011-10-20 10:36:41.963,71
961,528.0,2011-10-20 20:53:11.563,72
963,570.0,2011-10-20 22:19:19.567,72
964,536.0,2011-10-21 12:44:16.970,72
972,572.0,2011-10-22 10:25:12.323,73
974,571.0,2011-10-23 10:27:02.873,74
984,571.0,2011-10-25 13:17:35.087,76
990,44.0,2011-10-26 16:04:48.077,77
991,579.0,2011-10-26 21:39:45.510,78
997,583.0,2011-10-28 00:26:04.210,79
998,44.0,2011-10-28 15:18:03.503,79
1007,586.0,2011-10-30 08:44:52.727,81
1009,579.0,2011-10-31 12:14:14.593,82
1011,536.0,2011-10-31 12:47:23.037,82
1014,44.0,2011-11-01 19:26:45.700,84
1022,30.0,2011-11-02 18:48:03.777,84
1024,186.0,2011-11-03 08:09:41.603,85
1027,44.0,2011-11-03 18:56:49.953,85
1030,536.0,2011-11-04 12:37:46.767,86
1032,227.0,2011-11-05 11:16:21.160,87
1036,36.0,2011-11-06 17:13:53.497,88
1037,596.0,2011-11-06 19:25:10.310,89
1040,598.0,2011-11-07 10:58:44.377,89
1042,38.0,2011-11-08 16:02:15.700,90
1047,246.0,2011-11-08 19:03:14.960,90
1049,408.0,2011-11-08 21:55:29.727,91
1053,44.0,2011-11-10 16:28:45.633,92
1056,77.0,2011-11-11 14:56:38.770,93
1057,77.0,2011-11-11 15:16:11.570,93
1060,204.0,2011-11-12 06:31:24.300,94
1061,111.0,2011-11-14 23:27:06.010,97
1062,12.0,2011-11-15 04:44:52.920,97
1064,610.0,2011-11-15 05:13:20.617,97
1067,615.0,2011-11-16 12:31:46.660,98
1072,620.0,2011-11-17 03:36:20.620,99
1073,621.0,2011-11-17 13:00:03.103,99
1074,592.0,2011-11-17 15:08:03.933,99
1089,355.0,2011-11-19 21:22:46.677,102
1090,355.0,2011-11-19 21:27:44.153,102
1101,256.0,2011-11-22 04:03:57.583,104
1104,80.0,2011-11-23 04:28:47.887,105
1105,227.0,2011-11-23 21:01:50.187,106
1108,99.0,2011-11-24 20:10:41.643,107
1110,637.0,2011-11-25 20:13:44.207,108
1111,355.0,2011-11-26 13:50:18.620,108
1116,44.0,2011-11-27 04:45:30.787,109
1117,44.0,2011-11-27 04:56:09.017,109
1123,542.0,2011-11-29 20:39:34.883,112
1127,355.0,2011-12-01 12:23:07.720,113
1134,355.0,2011-12-04 22:51:26.783,117
1137,35.0,2011-12-05 16:18:29.880,117
1141,666.0,2011-12-06 11:15:22.197,118
1144,669.0,2011-12-07 18:04:19.007,119
1145,671.0,2011-12-08 07:22:57.240,120
1158,693.0,2011-12-14 14:31:42.923,126
1167,698.0,2011-12-17 01:17:47.160,129
1169,528.0,2011-12-17 15:43:48.640,129
1170,528.0,2011-12-17 15:57:46.730,129
1174,702.0,2011-12-19 07:52:27.487,131
1177,,2011-12-20 15:59:27.400,132
1179,80.0,2011-12-21 05:24:31.210,133
1180,660.0,2011-12-21 06:19:55.583,133
1185,724.0,2011-12-24 16:54:23.897,136
1187,355.0,2011-12-27 13:51:18.573,139
1188,355.0,2011-12-27 13:56:09.707,139
1190,731.0,2011-12-28 12:20:20.583,140
1193,30.0,2011-12-28 16:34:01.293,140
1194,30.0,2011-12-28 17:53:46.543,140
1196,44.0,2011-12-29 01:03:37.397,141
1198,30.0,2011-12-30 15:09:14.740,142
1201,355.0,2011-12-30 16:34:27.930,142
1202,355.0,2011-12-30 17:02:28.920,142
1203,32.0,2011-12-30 20:37:30.207,143
1208,741.0,2011-12-31 19:59:28.243,144
1209,741.0,2011-12-31 20:08:12.163,144
1210,149.0,2011-12-31 21:27:06.240,144
1214,355.0,2012-01-01 16:02:55.517,144
1218,117.0,2012-01-02 16:49:26.647,145
1219,30.0,2012-01-02 17:10:18.793,145
1221,745.0,2012-01-02 20:18:55.020,146
1225,355.0,2012-01-03 21:57:43.667,147
1226,355.0,2012-01-03 23:13:19.143,147
1230,227.0,2012-01-04 18:08:01.760,147
1236,355.0,2012-01-06 12:22:50.073,149
1237,355.0,2012-01-06 14:07:43.410,149
1238,355.0,2012-01-06 16:09:28.830,149
1245,759.0,2012-01-07 22:42:35.980,151
1253,570.0,2012-01-10 19:28:10.733,154
1256,765.0,2012-01-10 22:53:25.377,154
1258,767.0,2012-01-11 20:04:18.033,155
1260,769.0,2012-01-12 08:27:35.647,155
1261,770.0,2012-01-12 13:31:12.030,155
1265,536.0,2012-01-12 20:50:02.093,156
1266,689.0,2012-01-13 09:17:35.083,156
1270,689.0,2012-01-14 11:27:27.223,157
1272,776.0,2012-01-15 10:52:30.553,158
1273,777.0,2012-01-15 14:29:29.640,158
1277,101.0,2012-01-16 01:26:25.027,159
1279,782.0,2011-09-07 04:51:35.293,28
1294,787.0,2012-01-18 13:36:24.007,161
1299,762.0,2012-01-19 04:46:12.397,162
1301,730.0,2012-01-19 09:21:16.390,162
1305,778.0,2012-01-20 21:11:28.900,164
1307,793.0,2012-01-21 20:57:31.460,165
1309,137.0,2012-01-21 21:41:13.613,165
1310,117.0,2012-01-21 19:42:52.027,165
1316,137.0,2012-01-23 10:25:11.103,166
1319,724.0,2012-01-24 00:37:01.903,167
1322,775.0,2012-01-25 18:26:32.113,168
1323,763.0,2012-01-25 19:21:17.487,168
1324,763.0,2012-01-25 19:30:48.517,169
1326,801.0,2012-01-26 05:49:40.007,169
1330,30.0,2012-01-26 14:45:21.087,169
1338,80.0,2012-01-26 09:39:12.557,169
1340,243.0,2012-01-27 22:30:22.547,171
1342,359.0,2012-01-29 04:54:06.953,172
1345,56.0,2012-01-29 19:46:46.460,173
1352,99.0,2012-01-30 16:54:41.450,173
1353,99.0,2012-01-30 17:11:51.813,173
1360,824.0,2012-02-02 13:32:46.013,176
1361,536.0,2012-02-02 14:05:59.427,176
1363,825.0,2012-02-02 16:21:57.183,176
1365,828.0,2012-02-03 11:29:54.423,177
1367,317.0,2012-02-04 14:24:30.737,178
1369,831.0,2012-02-04 19:43:27.893,179
1374,835.0,2012-02-05 08:36:59.880,179
1473,897.0,2012-01-29 02:05:05.343,172
