QId,PostUserId,RespondUserId,Time,days
520,44.0,571.0,2014-08-28T19:07:55.810,28
520,44.0,354.0,2014-08-28T22:41:43.887,29
520,44.0,587.0,2014-08-29T14:00:33.620,29
520,44.0,616.0,2014-08-30T21:05:38.013,31
520,44.0,68.0,2014-10-19T09:23:13.093,80
523,564.0,616.0,2014-08-30T21:17:12.747,31
523,564.0,655.0,2014-09-05T13:17:04.857,36
523,564.0,354.0,2014-09-05T23:33:01.023,37
527,91.0,551.0,2014-08-29T01:39:28.057,29
527,91.0,425.0,2014-08-29T11:58:28.217,29
533,227.0,43.0,2014-08-29T03:52:30.423,29
533,227.0,9.0,2014-08-29T03:56:29.867,29
533,227.0,425.0,2014-08-29T09:59:54.333,29
533,227.0,593.0,2014-08-29T17:41:59.833,29
533,227.0,416.0,2014-09-01T14:09:04.860,32
534,580.0,9.0,2014-08-29T03:41:59.080,29
534,580.0,425.0,2014-08-29T10:38:52.927,29
534,580.0,593.0,2014-08-29T17:57:15.907,29
538,580.0,437.0,2014-08-29T05:24:47.193,29
538,580.0,59.0,2014-08-29T05:49:23.947,29
538,580.0,661.0,2014-09-02T23:37:14.913,34
538,580.0,1358.0,2014-11-05T03:39:09.783,97
548,461.0,551.0,2014-10-17T15:35:01.820,78
550,580.0,43.0,2014-08-29T17:00:28.893,29
550,580.0,462.0,2014-08-29T17:54:26.340,29
550,580.0,551.0,2014-08-29T18:11:42.197,29
550,580.0,598.0,2014-08-29T19:22:21.760,29
550,580.0,616.0,2014-08-30T21:03:00.167,31
558,607.0,425.0,2014-08-30T08:51:06.397,30
558,607.0,302.0,2014-08-30T14:23:46.840,30
558,607.0,551.0,2014-08-30T16:25:48.337,30
558,607.0,233.0,2014-09-01T04:28:10.663,32
558,607.0,416.0,2014-09-01T13:37:15.880,32
558,607.0,1111.0,2014-11-07T07:56:11.340,99
565,354.0,43.0,2014-08-30T22:22:57.807,31
565,354.0,302.0,2014-08-31T06:44:00.813,31
565,354.0,416.0,2014-09-01T22:24:16.863,33
565,354.0,131.0,2014-09-01T22:56:36.337,33
573,624.0,344.0,2014-09-01T13:01:45.387,32
578,634.0,416.0,2014-09-01T18:29:59.647,32
578,634.0,628.0,2014-09-02T02:41:01.787,33
578,634.0,302.0,2014-09-02T09:01:45.783,33
578,634.0,661.0,2014-09-03T00:02:51.937,34
578,634.0,91.0,2014-09-04T04:04:12.563,35
579,635.0,131.0,2014-09-01T19:25:24.160,32
579,635.0,551.0,2014-09-16T05:18:05.667,47
584,43.0,628.0,2014-09-02T03:01:38.560,33
584,43.0,416.0,2014-09-02T05:48:09.913,33
584,43.0,302.0,2014-09-02T08:45:03.717,33
584,43.0,650.0,2014-09-02T09:42:05.147,33
584,43.0,200.0,2014-09-02T14:14:06.203,33
584,43.0,677.0,2014-09-03T23:14:32.777,35
584,43.0,551.0,2014-09-16T23:02:27.187,48
585,9.0,43.0,2014-09-02T02:28:11.503,33
595,659.0,416.0,2014-09-02T18:24:08.127,33
599,664.0,44.0,2014-09-03T08:20:04.890,34
599,664.0,349.0,2014-09-03T10:15:30.770,34
599,664.0,675.0,2014-09-03T18:57:14.987,34
599,664.0,677.0,2014-09-04T12:49:07.700,35
599,664.0,233.0,2014-09-06T05:22:11.703,37
604,669.0,416.0,2014-09-04T13:45:27.267,35
605,668.0,416.0,2014-09-03T16:46:42.320,34
608,551.0,31.0,2014-09-04T08:40:38.010,35
608,551.0,416.0,2014-09-10T18:25:58.210,41
608,551.0,425.0,2014-10-11T14:18:34.587,72
609,551.0,677.0,2014-09-03T23:12:05.817,35
609,551.0,31.0,2014-09-04T08:31:00.200,35
609,551.0,416.0,2014-09-04T13:35:30.000,35
609,551.0,737.0,2014-09-09T12:18:13.210,40
618,684.0,668.0,2014-09-07T20:08:39.847,39
618,684.0,551.0,2014-09-16T06:24:12.013,47
620,689.0,131.0,2014-09-05T01:23:38.987,36
620,689.0,715.0,2014-09-08T19:11:48.740,39
625,551.0,1482.0,2014-12-09T08:44:09.957,131
626,551.0,91.0,2014-09-07T01:44:13.233,38
626,551.0,715.0,2014-09-07T08:11:48.850,38
626,551.0,425.0,2014-10-14T12:57:02.877,75
633,551.0,423.0,2014-09-15T17:24:36.870,46
633,551.0,425.0,2014-10-14T13:19:01.530,75
636,713.0,717.0,2014-09-07T11:41:31.057,38
638,615.0,68.0,2014-09-07T23:18:55.220,39
638,615.0,715.0,2014-09-08T19:07:15.347,39
