Day,Number of active users,Mean user reputation,Gini coefficient,Gini coeficient active users
0,62,17.792145787997477,0.9615917892253054,0.0039057201117707815
1,76,23.826939204185514,0.9577997850140479,0.006374800942439885
2,79,29.8054867130349,0.9579132995436284,0.00707977538470528
3,82,31.162439092083183,0.9570247850262161,0.0077070845090552375
4,82,32.961066043556116,0.9581694529373519,0.007835137399523294
5,85,34.32305644258463,0.9581402810938664,0.008593010862968275
6,93,36.437373705660995,0.9567431142322183,0.010609227723061625
7,96,38.12193432759258,0.9559258768848626,0.011380452800325404
8,107,39.16801092624752,0.9553189325606409,0.014786491440665505
9,115,37.82959236996886,0.9538601612652925,0.017375457703131394
10,121,38.33610388903506,0.9530867624175383,0.019505562591266026
11,125,38.261582567230185,0.9521248958935681,0.020916943369859015
12,128,38.322264575065084,0.9520559005234044,0.022121600871612582
13,131,38.48686123940143,0.9514929691859977,0.023270920082389575
14,136,38.96814249829771,0.9505928450786366,0.025257728224845708
15,143,38.93444196473921,0.9479951352341646,0.027914031517693366
16,151,39.123092718502505,0.945442361816444,0.031198101827749094
17,154,38.84511912124983,0.9437945901527031,0.03234419836773158
18,157,39.05828779802779,0.9431889451348272,0.033720616139982854
19,163,38.247078467508764,0.9410625494764874,0.03635644656320791
20,171,36.81878316996232,0.9394455112649431,0.040309695163113085
21,173,37.681712973167095,0.9393862885520107,0.04141034754466067
22,177,37.05857837968185,0.9390362236722063,0.0436007336249797
23,184,36.40085708389588,0.9381725407989242,0.0475052215890018
24,185,35.84392792820061,0.9378801655391056,0.04805042566861603
25,179,37.21271248958609,0.9391377246434853,0.044892090664352804
26,182,36.21354694191293,0.9389052775461523,0.046618443239946517
27,186,36.40111213271231,0.9381243066492311,0.04884078582286149
28,191,36.26757336206542,0.9360612462407087,0.05138764590779443
29,196,36.65041208454456,0.9346784493278373,0.054179372100975245
30,199,36.81463670731981,0.9337926091243147,0.05589098885023493
31,197,37.06374396209942,0.9334775160170816,0.054539618490822964
32,199,36.95673104557875,0.9337465411746415,0.055886785939717534
33,203,36.19298333631471,0.9329655651546372,0.05830183158724328
34,204,35.798297349975115,0.9330499899600391,0.058987339593215254
35,207,35.7301316280267,0.9313048015149424,0.06055040528112333
36,209,35.83801478218321,0.9302029675383925,0.06167031959306456
37,212,35.467561454785965,0.928144466694261,0.06321689241861261
38,214,35.072880132950445,0.9283666313797893,0.06467319562271888
39,220,33.34207864245095,0.9265244523763679,0.06839351093492782
40,223,32.83730110424188,0.9263681496154842,0.07052420125432189
41,230,31.580579201582413,0.9245793482013193,0.07517231736655093
42,233,30.908401069668308,0.9242357770779921,0.07736303752423568
43,232,30.919766163868424,0.9235022583637407,0.07642883457362713
44,231,31.156423128911644,0.9230378238958039,0.07555380872864062
45,233,30.645107709293722,0.9230205783179533,0.07705817548637046
46,233,29.91575992647133,0.9224687554845501,0.07690156799609332
47,233,29.27576662876955,0.9210634406744944,0.07652837800009499
48,238,28.972145804581878,0.91991518356785,0.07999472707265089
49,239,29.221374257188195,0.9200159116148431,0.08080989215682446
50,241,28.79193917812267,0.9194873013832817,0.0822241623815413
51,246,28.15307932728452,0.9182188981529996,0.08579436130354906
52,248,27.272728512751918,0.9169228496454243,0.0870332922470399
53,254,26.407758351805168,0.9164236629841248,0.09177917391404376
54,253,26.195678920296384,0.9152333498649271,0.09061484014653051
55,257,26.188977142783234,0.9146489837113155,0.09383013657565036
56,261,26.708559439333353,0.912071627877558,0.096367887968804
57,268,27.166493514307195,0.9113390857316404,0.10212537313328787
58,268,27.474150878512315,0.9113485969460928,0.10218938171263856
59,263,27.592543793383676,0.9119792545411953,0.09819168932946364
60,268,26.90909963680005,0.9108795845836725,0.10217000524429352
61,273,26.461163750517937,0.9098223825661356,0.10627083381516904
62,277,27.33356689789337,0.9097667443518455,0.10989917530010015
63,282,27.16588458508027,0.9085846723243122,0.11401016721208104
64,285,26.78803184486745,0.9075479700403591,0.11641710145926748
65,288,26.754014731396246,0.9078853649825152,0.11941637149012417
66,284,26.865963973754543,0.9067372874706018,0.11534130176672429
67,284,26.96378865890484,0.9068339796413092,0.1153970792855752
68,286,26.844096708383827,0.905315217174672,0.11671955646779843
69,288,26.518080675684228,0.9033628550845549,0.11779701967169752
70,289,27.02385886199482,0.9018828101189282,0.11819995863898367
71,293,26.28459410900679,0.901092819440494,0.12162339225050688
72,291,26.60694890324923,0.8999497869332428,0.11946261673166132
73,292,26.36238815421786,0.8996202601908357,0.12035820849870188
74,293,26.021365127844337,0.8989352608964996,0.1211605000179431
75,291,26.037427616919675,0.8992617927666323,0.11947623234475771
76,294,25.627098811176428,0.8977607297726194,0.12178533810834312
77,292,25.79785873666797,0.897811050461677,0.11997223675153916
78,297,25.560310759188205,0.8972017464273936,0.12449480800926702
79,292,25.377112247369112,0.8974928621534876,0.11999484369607129
80,296,24.726905403239567,0.8953767038316265,0.12303299547053193
81,290,24.85118145803372,0.895500289563913,0.1175646996019326
82,289,24.72725172921115,0.8957648941206011,0.1168246724312028
83,286,24.794797340306626,0.8966059090362228,0.1144216722268954
84,285,24.971745940475813,0.8967331324261445,0.11349162164796796
85,284,24.792353284515524,0.8962037475151912,0.11240996797626966
86,285,24.48766045423289,0.8960354376090305,0.11324432542723112
87,282,24.535129118765287,0.8958669838294688,0.11044504240130286
88,279,24.52193006033798,0.8952380872326913,0.10769169905307285
89,280,24.230564506652506,0.8949613042286577,0.10849209014809116
90,280,24.391996993042692,0.8955111977562215,0.10862954041116023
91,280,25.14431953593159,0.8951011108851799,0.10855550570791901
