First day,Clustering_coef,DynRep_Degree_corr,DynRep_BC_corr,DynRep_Assortativity
0,0.5027168952801595,0.9000628487723578,0.9232024267152718,-0.027122953020658463
1,0.4972008574538746,0.9078619127780356,0.9347405234209248,-0.04783221666790232
2,0.47287950864967504,0.9091027153543799,0.9312526777866657,-0.04832378676296623
3,0.4684363095166316,0.9107888210498656,0.9389868135415644,-0.049386295570967534
4,0.4720788800520118,0.9049873636145387,0.9396073939175675,-0.04422032463780279
5,0.47670141252380493,0.9065686572057321,0.9427095775481706,-0.05344317286359163
6,0.4707563683836657,0.9086313761136509,0.9521741244703747,-0.05216396358593605
7,0.4658991615289904,0.9091647960348042,0.9468368334574063,-0.05175143932783578
8,0.4788335099454305,0.9138929018814805,0.9463724457133768,-0.051560786813473605
9,0.48068023935788196,0.919400907394547,0.9519378859153602,-0.04946531721662214
10,0.4981897223073183,0.917634670061765,0.9454498966336706,-0.040320443833206786
11,0.48914684224932686,0.9098026057760098,0.9437540136522132,-0.03468745423304504
12,0.46508872512602684,0.9077873354598638,0.946093983739349,-0.0371536373401458
13,0.4664138241525812,0.9102039090100804,0.9428350858804708,-0.04141468467121716
14,0.46486493174131366,0.9158793579759287,0.9387311978396894,-0.04603855637066368
15,0.46809104635975357,0.915585903334363,0.9419341793258091,-0.04217614083684277
16,0.44558158878163057,0.9176453090444732,0.9390406600650528,-0.049037912367216774
17,0.4522437444996284,0.921619883842855,0.938386291922331,-0.05523057202354784
18,0.4345372501640765,0.9162942656746097,0.9458520870031759,-0.045037225781990625
19,0.43189410526431155,0.9217741330875207,0.9503398418588238,-0.03560045937755356
20,0.412642052881425,0.9226782953179382,0.943615871249674,-0.027276000484981973
21,0.4244595252365856,0.9209849969075617,0.9411435462035291,-0.016276689111893474
22,0.40212156856077413,0.9220668102734929,0.9268520134420524,-0.036762496259220165
23,0.38894811483318587,0.9234260955166684,0.9269283806224405,-0.037535279238175144
24,0.39070801628763546,0.9308092490106431,0.9245701077503415,-0.03451545516180017
25,0.3872917828124804,0.9329620803228905,0.9358912829797126,-0.03562589233548973
26,0.39679691924037475,0.9283985946606977,0.9450918767579166,-0.03889631191151862
27,0.39980674381096065,0.926794374558745,0.9519534722737693,-0.0517909696078108
28,0.4075501851906886,0.9295357228580136,0.9466129147704967,-0.06536773542088015
29,0.39862829398886496,0.931404938832165,0.9478339359650225,-0.05889564467497778
30,0.38758155428990204,0.9288569589279673,0.9461232838991073,-0.05401018539501537
31,0.3893050897543463,0.9320050654651559,0.9488061128749055,-0.058778425631065646
32,0.39383397790171937,0.9298332105082525,0.9523509959387707,-0.0605545829360333
33,0.3920283037619667,0.9281442118237956,0.9543437832195795,-0.06137619057303003
34,0.3716034593364872,0.9225592964614121,0.9525568371454074,-0.06386190084377033
35,0.38329142653002835,0.9238955461758095,0.955405051959261,-0.07030690956493203
36,0.38793305184012916,0.921179791980946,0.9558475409986419,-0.07056984190106945
37,0.3839922931759154,0.9163172514115058,0.9438816830418506,-0.05941359216614854
38,0.37122219397146744,0.9114842987267745,0.948019846688036,-0.05127453719991697
39,0.3713888826043564,0.9086313348666714,0.9479121407691236,-0.054949479387380894
40,0.37605711240010953,0.9097202000511608,0.9493319350082534,-0.06038693969626879
41,0.3789196893732502,0.913188974823935,0.9482268378300114,-0.053468688759490936
42,0.3598606990311907,0.907890845372587,0.9458616834879485,-0.04556983980950181
43,0.36669465512399396,0.9123918481874775,0.9534871642641036,-0.054075656688093936
44,0.3619351383262489,0.913056448208706,0.9508121344606213,-0.043640966189187336
45,0.37648715641912417,0.9133813805797066,0.9481550250647524,-0.03840467480090062
46,0.3704360957971939,0.9091059207080613,0.9408714108347604,-0.020216946884189135
47,0.3649787387603801,0.9142524824954056,0.934382008714039,-0.02129961032956852
48,0.36563795243065356,0.9178054957508238,0.9342072333639572,-0.024482845708052363
49,0.3615032252980445,0.9207891834866897,0.9202400597309331,-0.033491935607794954
50,0.3495227123067383,0.9192743900987165,0.917876599513038,-0.034632572380112976
51,0.3628795390201868,0.9201805795100186,0.9160543565263526,-0.04336303891477188
52,0.34897383223131423,0.919750293804659,0.9149846977635119,-0.03947885761338253
53,0.3592053485880372,0.9213776271017484,0.9188741221536347,-0.03656721171712315
54,0.35864392607415324,0.9244534775349783,0.9136672086122517,-0.040329167832396456
55,0.36573200953387125,0.9287394182307155,0.9049149009964704,-0.045580237640923886
56,0.3607523017844238,0.9209145237466485,0.8897308518385965,-0.04750238552394366
57,0.33536806060305513,0.9169360579122109,0.8941155269864106,-0.0380886635820436
58,0.3294591182589988,0.911742513968032,0.8769288403909546,-0.027803410642363583
59,0.33491294088132273,0.9116627023421513,0.8624806464380285,-0.023330598322053205
60,0.33789532444380865,0.9167281704807838,0.8622889724267843,-0.034793131061838165
61,0.3403919586646498,0.9125130206421053,0.8415013693916301,-0.024783343764496143
62,0.3553373153494258,0.914230968834188,0.8311592808304319,-0.03489980965206916
63,0.37432950302452855,0.9130911377790948,0.8400423901751466,-0.045075847318756086
64,0.36665893265821603,0.9129709765097719,0.836109391891244,-0.058843452588364376
65,0.3424492344929541,0.9114268982984743,0.8403272173082842,-0.06025779141908469
66,0.351852354093405,0.9040998186143825,0.8196729750432833,-0.07361024272291947
67,0.3335562450778233,0.9004686422359813,0.8444575031759787,-0.07621440717207723
68,0.3156843978902243,0.9031707857815415,0.8519338153492928,-0.08319650992159087
69,0.33266388674095526,0.9091719441783412,0.8766761945625059,-0.09792415552704947
70,0.34694929411555214,0.9040562596379597,0.8623227359074714,-0.08923485565134032
71,0.3361126622651236,0.9038697283970147,0.8716439775939799,-0.08563911346656279
72,0.3381786621988537,0.9076239661357715,0.8773982085483265,-0.08656665875057847
73,0.32572519033073827,0.9076409003136546,0.872926850060956,-0.06574538191385579
74,0.31118533039498325,0.9079579989745395,0.8631139302826621,-0.07213928492972048
75,0.31329563075684524,0.9096658143167371,0.8686936226151528,-0.08338901168697162
76,0.3217523953267067,0.9110320272035397,0.869481117385926,-0.10296667089833916
77,0.3333067205680373,0.9155759979925019,0.8985731769290721,-0.09982540994378007
78,0.3380707785901781,0.9174333450590034,0.9044758437651763,-0.12748926855558793
79,0.3341974558748889,0.9197121817413821,0.9088200945594628,-0.120303706742044
80,0.33305314845412093,0.9181879369410274,0.9014744115666677,-0.0938289689487375
81,0.32591692579850734,0.9217569081804573,0.9033424828357751,-0.08664501449124783
82,0.3415092168256184,0.9256843357687973,0.9090326483760222,-0.0824022010434359
83,0.3369770320321932,0.9249367538233574,0.9056909526502034,-0.09759977378511486
84,0.3315934701178369,0.9256065860835226,0.9072759194763333,-0.09431809932964827
85,0.33245246421553093,0.9210532453867444,0.9137867702466945,-0.08334360807175119
86,0.3354818309298044,0.9225390917410126,0.9179045768295859,-0.08284421809876327
87,0.34425061234098087,0.924415715149681,0.9278427660103665,-0.08998411284677178
88,0.3527509848349771,0.9251468401347205,0.9247062655871545,-0.06853320578345597
89,0.34382006544107996,0.9272807790628554,0.91883693783519,-0.07580141629214812
90,0.3408161879090127,0.9300430024584935,0.9186704068492755,-0.07506600033246229
91,0.3573834586893187,0.931091775166767,0.9286248321733919,-0.06042621386555809
92,0.34903607092006644,0.9307855181409266,0.9291884811860736,-0.05513644529782299
93,0.33197397616846247,0.9341231914976711,0.9164813574133558,-0.0507812603842314
94,0.32669786072368406,0.9395304363028547,0.9368623810293119,-0.05030237175775269
95,0.3407014353526586,0.9396471353258736,0.9298368606930111,-0.05545050754564581
96,0.3570047456313511,0.9403550463363725,0.9363239882644016,-0.05621400651465222
97,0.3586127433447646,0.9361335133446014,0.926132536568631,-0.048900231295049175
98,0.3558220021291856,0.9407702014366225,0.9321441921281004,-0.04852668047031731
99,0.35663627074122634,0.9384968711746993,0.9312510212595496,-0.04873207947272771
100,0.36208066345355006,0.9381999928598841,0.9251789369030051,-0.04880721862344819
101,0.36956724634811755,0.9410442578900814,0.923616385885148,-0.05431887397755255
102,0.39100529568682196,0.9444715731361144,0.9300411600827918,-0.07164102610163704
103,0.4084157909593511,0.9463898362102127,0.9312641430118359,-0.08991022692391241
104,0.43183229009234547,0.9493448865618979,0.9412514207101502,-0.1044303176062747
105,0.4391239382299595,0.9449079231677644,0.9434397353911987,-0.1024280208780373
106,0.42050607961575087,0.9452293837898219,0.9484493526958007,-0.10148124309149621
107,0.42492530244362875,0.9404554923751868,0.9431399298600587,-0.09702875955627402
108,0.4290134798917729,0.9389838634825796,0.9355906655515789,-0.09698138452131112
109,0.4336325241731715,0.9400211325216487,0.9393466694218225,-0.10342409480808536
110,0.43387983747603714,0.9407502863423228,0.9437776691180424,-0.10971192813549042
111,0.43521547473609806,0.9422858714493537,0.943308827883473,-0.11649799185438052
112,0.4297968647966454,0.9393616932334277,0.9373577429849321,-0.10769179427778362
113,0.43429161130620986,0.9414654378274295,0.9316628029013445,-0.10816666366892888
114,0.4383500806383467,0.9426584450099816,0.9343622703768905,-0.11480833300920446
115,0.4071695325811891,0.9400321639879858,0.9333226620907673,-0.11161536618110955
116,0.4102900519392466,0.9390377633247374,0.9406526652132646,-0.11913626488575509
117,0.39548643975389985,0.9430858490353907,0.944190894521718,-0.1119504351624521
118,0.402146277360315,0.9420548082374219,0.9484107800988893,-0.11621982121053231
119,0.401045895678671,0.9455530353180566,0.9534040330800175,-0.11757366430952144
120,0.4084402609278561,0.9488198882395632,0.9498326699494352,-0.12119159372106317
