First day,Clustering_coef,DynRep_Degree_corr,DynRep_BC_corr,DynRep_Assortativity
0,0.185113921920254,0.9000847735538451,0.8337413474729425,-0.021228341134709918
1,0.18594230658292357,0.8972297918144038,0.8207304612926014,-0.02100250622413004
2,0.19079138847172564,0.8955820628414343,0.8274304886567344,-0.022218351608250267
3,0.17709692782966022,0.9000749425154202,0.8409378016120087,-0.02388322723553832
4,0.16603009467117721,0.9037500484271731,0.8446624967204421,-0.010187299028311364
5,0.15713954407622055,0.9076197653148712,0.8506496899698772,-0.012401476053673501
6,0.16733652024842458,0.8997705117664999,0.8755251057016068,0.020056025715122786
7,0.17932434662599706,0.8969036410606822,0.8771238182877406,0.009287668298523096
8,0.15968022418498076,0.8968460168575517,0.8955357701467488,-0.005364748431025376
9,0.1711078569084393,0.8974403032988508,0.8998673018883924,-0.02159026661965571
10,0.1725600374031246,0.8966447545088297,0.8925325074916894,-0.018103775695752885
11,0.16762000260533583,0.9066067011741754,0.9031340796543913,-0.01724485579391357
12,0.1714124494286496,0.9062534074613652,0.8927672086120089,-0.020569887246660413
13,0.16707648968051397,0.9147381716281896,0.9016578543401298,-0.01671918064010887
14,0.16605039844503755,0.9162354569146935,0.9146041503671932,-0.013200937675493733
15,0.1600487373476606,0.9119457641367985,0.9198111520509401,-0.014374368786956415
16,0.16900157436198343,0.914226697520154,0.9179456290113139,-0.02139725535466815
17,0.1612158633126799,0.915792509674892,0.9184087161008091,-0.013365715498357638
18,0.1617586128416786,0.9184877913822387,0.9204559524314913,-0.006171430075820304
19,0.1585062272397579,0.9234813092860418,0.9270489215247578,-0.002601692843895164
20,0.16130927732027672,0.9297387675875955,0.9323347585713769,-0.003912618510922476
21,0.15735276822136984,0.9218633193731935,0.931850594915554,-0.005834410881938807
22,0.152291223740547,0.9110040225076422,0.9327714160300513,-0.002675738093147749
23,0.15924977636289145,0.9121796273183552,0.9275409211911708,-0.007562512079101746
24,0.15663268174491982,0.913466129490617,0.9331463199214,0.00433349056819465
25,0.15682846949350274,0.9136535148747505,0.9324394913354561,-0.0075631526889645044
26,0.15826558348057526,0.9118924467495066,0.9338046605690986,-0.0017859254662817286
27,0.17075906156385157,0.9088266864415295,0.9208587284544993,-0.007355846967667422
28,0.16811504476425004,0.9138118152153601,0.9263927111967317,0.003570771475789817
29,0.1662489884290134,0.9122178955428093,0.9281454833091054,0.0018007829455766388
30,0.16547951446119258,0.9111479070690961,0.9242105682170725,-0.011478804802100832
31,0.17201491873950805,0.9070919083747397,0.9084993241691574,0.00509659544617974
32,0.16895311176195937,0.9066248639161135,0.8998827884570766,0.010538400891356652
33,0.1614355935104304,0.9029913786441369,0.8962264839256658,-0.005203103152167852
34,0.1615420162207173,0.9031495077058911,0.8931498026508717,-0.013438350514312187
35,0.1606258480083905,0.9013534185377002,0.9086186196827999,-0.018002552782976734
36,0.1603447683117202,0.8981720010291977,0.8947170678680899,-0.025667499801093573
37,0.15791502550370728,0.9059187006922967,0.8991038592988569,-0.03184443097692546
38,0.15494131091555283,0.90306274142573,0.9010625403014833,-0.009237950718559262
39,0.15052727624750528,0.9013465817198498,0.8930508963430545,-0.005528533645728481
40,0.15263496041722574,0.9078460099431996,0.908326666406011,-0.018332679852611333
41,0.155718994383217,0.9180277637176563,0.9211202635889799,-0.021129431729446774
42,0.16398267627320848,0.928713960468878,0.9165669951723303,-0.014663276727168774
43,0.16774079555953186,0.9334514945309544,0.9251777298590033,-0.027409641914369568
44,0.17201264321081886,0.9294853804134525,0.9322706019318814,-0.01249588702449181
45,0.181430740268487,0.9267039865757714,0.9317720736092558,-0.015256568268927058
46,0.1729464601006868,0.9232026635105794,0.9340549603389349,-0.010076183090443112
47,0.18334922558298183,0.9274745943262075,0.9328150245117479,-0.01990537462103061
48,0.19338399910658888,0.9309437690030218,0.9266132401678258,-0.030600202961836943
49,0.20441297885464535,0.9360083142692315,0.9341711176325916,-0.035371139165684296
50,0.2019660068136549,0.9322671248200838,0.9395936760514911,-0.03598882667155079
51,0.19337615143831974,0.9269062406673458,0.9382261593287623,-0.030974802826590937
52,0.18860157990518156,0.9211543702909045,0.9271800739447453,-0.025685516504332758
53,0.19717357794582255,0.9219396566656684,0.9257701314240618,-0.019974218236389285
54,0.19552058656356752,0.9204356743051691,0.9200669357580624,-0.015706455479900575
55,0.1901295295073995,0.9219104290262531,0.9185381473095503,-0.0099844688522386
56,0.18849576233882745,0.91891217227573,0.9085716183606284,-0.00867435876613303
57,0.18536048906664052,0.9197942279434296,0.90704343068631,-0.0064550491812239924
