First day,N_core,Frac_core,LN_core,LN_core_periphery,LN_periphery,Mean_dr_core,DynRep_core_per_ratio
0,45,16.791044776119403,9.844444444444445,2.7611940298507465,0.7174887892376681,82.7021096104536,2.9130240814620527
1,42,15.789473684210526,9.666666666666666,2.642857142857143,0.7633928571428571,89.70800716032143,2.814038809622878
2,42,15.789473684210526,9.69047619047619,2.593984962406015,0.7455357142857143,90.47779494815649,2.8068255501290755
3,47,17.40740740740741,9.53191489361702,2.477777777777778,0.6188340807174888,84.09936809368908,3.20023463308503
4,44,16.417910447761194,9.454545454545455,2.611940298507463,0.7366071428571429,89.36594288511206,2.9760905062695318
5,48,17.843866171003718,9.520833333333334,2.54275092936803,0.6832579185520362,84.80607031179919,3.2534576776119186
6,48,18.11320754716981,9.479166666666666,2.5320754716981133,0.7142857142857143,83.87597450080071,3.3235629835713465
7,48,18.3206106870229,9.333333333333334,2.549618320610687,0.7476635514018691,84.7465486027625,3.3103561967976027
8,43,16.666666666666668,8.86046511627907,2.5387596899224807,0.8465116279069768,91.18178036218009,2.8171765099308153
9,43,17.269076305220885,8.767441860465116,2.5943775100401605,0.8349514563106796,92.11546107661987,2.9185821126452396
10,48,19.591836734693878,8.770833333333334,2.4122448979591837,0.7208121827411168,87.40185577646389,3.4631424276180613
11,40,16.39344262295082,8.25,2.540983606557377,0.9068627450980392,99.42148112102491,2.7184500350254366
12,46,18.775510204081634,8.304347826086957,2.3959183673469386,0.7286432160804021,91.29526876318879,3.1960764578227843
13,51,20.901639344262296,8.215686274509803,2.3524590163934427,0.5854922279792746,86.69868077727253,3.5570448429883252
14,49,20.0,7.857142857142857,2.326530612244898,0.5867346938775511,88.56794373491738,3.207581909240691
15,30,12.658227848101266,7.266666666666667,2.5147679324894514,1.0483091787439613,128.7527015538699,2.0723617033651327
16,38,16.666666666666668,7.078947368421052,2.482456140350877,0.8368421052631579,107.13573303550058,2.598781378427221
17,36,15.584415584415584,6.944444444444445,2.406926406926407,0.8512820512820513,106.54835474587861,2.273095566069136
18,46,19.82758620689655,7.1521739130434785,2.271551724137931,0.6290322580645161,92.86292995565381,3.300042202120257
19,42,18.103448275862068,6.976190476190476,2.375,0.7,97.20785750927998,2.820638138189658
20,40,17.094017094017094,7.225,2.3376068376068377,0.7680412371134021,103.71271213910839,2.7205390126051165
21,39,16.25,7.153846153846154,2.316666666666667,0.7611940298507462,106.55981101106782,2.698335979021055
22,42,17.355371900826448,7.214285714285714,2.322314049586777,0.635,103.24582181313937,3.0142660305577635
23,40,16.46090534979424,7.325,2.3209876543209877,0.645320197044335,104.76056984111446,2.745186545977395
24,41,17.15481171548117,7.390243902439025,2.3514644351464433,0.5959595959595959,103.40449439122804,2.771727430464138
25,40,16.80672268907563,7.475,2.4327731092436973,0.6212121212121212,108.55704893806538,2.8577977393811542
26,40,16.597510373443985,7.475,2.4315352697095434,0.5870646766169154,110.16697241443096,2.9077335460611105
27,35,14.462809917355372,6.885714285714286,2.5082644628099175,0.7198067632850241,121.30599792908264,2.5189526747333293
28,34,13.765182186234817,6.794117647058823,2.506072874493927,0.7323943661971831,119.53232128511108,2.455138981313587
29,28,11.336032388663968,6.857142857142857,2.408906882591093,0.9360730593607306,137.4383776916718,2.16092404657499
30,27,11.065573770491802,6.814814814814815,2.3155737704918034,0.9861751152073732,141.77894802219092,2.059728148999051
31,26,10.78838174273859,6.615384615384615,2.2821576763485476,1.0186046511627906,144.17895016665634,1.9694455127600667
32,28,11.475409836065573,6.678571428571429,2.2827868852459017,0.9444444444444444,139.64958126582061,2.1003084272089447
33,39,16.115702479338843,6.923076923076923,2.268595041322314,0.6108374384236454,111.42106506196507,3.161427828069477
34,28,11.864406779661017,6.607142857142857,2.305084745762712,0.8894230769230769,138.83780356801367,2.188107249314702
35,35,14.893617021276595,6.828571428571428,2.2680851063829786,0.66,119.29912556908964,2.862093384132796
36,36,15.126050420168067,7.055555555555555,2.197478991596639,0.6435643564356436,118.07937721345806,2.976624631777081
37,36,14.814814814814815,7.166666666666667,2.2098765432098766,0.642512077294686,118.81477866028308,2.9466048323340512
38,37,15.163934426229508,7.162162162162162,2.2008196721311477,0.6038647342995169,114.9613592578117,3.0387756057339157
39,38,15.767634854771785,7.184210526315789,2.1825726141078836,0.5615763546798029,111.48502036636596,3.148593781769648
40,39,16.25,7.256410256410256,2.175,0.5373134328358209,109.80745652195957,3.295135155730107
41,36,15.0,7.305555555555555,2.2125,0.6127450980392157,115.79501699560552,2.863619800513235
42,36,15.0,7.361111111111111,2.220833333333333,0.6078431372549019,116.37269108597437,2.9172662817060364
43,36,14.229249011857707,7.416666666666667,2.1936758893280635,0.6267281105990783,121.10004343550754,2.773478799526464
44,34,13.026819923371647,7.147058823529412,2.1954022988505746,0.6255506607929515,125.9587668072448,2.533852095807425
45,36,13.138686131386862,7.25,2.113138686131387,0.5840336134453782,122.63005058442941,2.6052430400986424
46,34,11.724137931034482,6.9411764705882355,2.2,0.6640625,132.76823595206196,2.2671521275584943
47,31,10.472972972972974,6.67741935483871,2.260135135135135,0.8,141.90179987251446,1.9712877856599007
48,30,9.836065573770492,6.733333333333333,2.324590163934426,0.8872727272727273,150.76877122649393,1.8180753889172037
49,42,13.680781758957655,7.071428571428571,2.3713355048859937,0.6188679245283019,122.91430636686306,2.5676818511142256
50,42,13.680781758957655,7.357142857142857,2.420195439739414,0.6490566037735849,124.66300750412914,2.4929675756954968
51,39,12.62135922330097,7.358974358974359,2.527508090614887,0.7407407407407407,136.49725644216772,2.3437550055253764
