Day,Number of active users,Mean user reputation,Gini coefficient,Gini coeficient active users
0,1,2.0,0.9988687782805429,0.0
1,3,1.947733333333333,0.9966670466316109,2.060354863636129e-07
2,122,7.373746400037018,0.9386633663322362,0.010581487290646013
3,144,9.309752777297811,0.9349673369328331,0.015941527254511964
4,173,11.024941653763095,0.9257990505575848,0.02377779478290866
5,206,11.428784890602946,0.9157901422006925,0.03468019703644849
6,237,11.29822138783184,0.9036058926926074,0.04603415082390173
7,257,12.048681854774232,0.8998931685534748,0.05541697699848308
8,268,12.004571133651,0.8966047239162045,0.060564405868578176
9,276,11.904482422266026,0.8930671562536453,0.06409330410335257
10,284,11.767985789418123,0.8897986256479176,0.06780840349381632
11,296,11.263129049251145,0.8854422872080905,0.07376022532300955
12,309,11.24864652486229,0.8814374748885984,0.08074022707698185
13,313,11.317402416871541,0.8814582149689705,0.08339488904838477
14,325,11.066946033118164,0.8795281879369318,0.09087325248546377
15,334,10.985916949969496,0.8747976761965303,0.09544908821876458
16,341,10.865565606499473,0.871813159496149,0.09935280559770122
17,344,10.815416542836179,0.8728052534951983,0.10193355271042216
18,351,10.724188969944837,0.8695788078643094,0.10594084908624683
19,325,11.914831644103803,0.8708544492824863,0.08959117068097759
20,325,12.328953561086212,0.8700318325304143,0.0894530326313416
21,326,12.464263018519128,0.86734707243817,0.08959885798547373
22,320,12.820147539585372,0.8660398778659109,0.08550999110619814
23,315,12.73812140959316,0.8655949111520616,0.08232653753070293
24,311,12.573954792878993,0.8657724303931295,0.08003275261688131
25,310,12.584697668220613,0.8673547425581014,0.07986053273527066
26,311,12.391103256638173,0.8666147822999449,0.08035624786536237
27,314,12.230194615475217,0.8643081383782618,0.0815390135487262
28,318,11.989062895000902,0.8619046990759878,0.08352513263466331
29,330,11.629173798088477,0.8572030896451794,0.08996661065409449
30,335,11.680829643917606,0.8576460228112942,0.09348458445023078
31,332,11.681198759560889,0.8587162462208118,0.0920003851327651
32,341,11.355786842520438,0.8557521983776919,0.0972182150987631
33,345,11.241859922365785,0.8528592630748472,0.09908439957388115
34,354,10.858607338459091,0.8500263869590385,0.10465855471840502
35,356,10.89649537573893,0.8512361157654521,0.10654580194203875
36,360,10.82029854375483,0.8499708719941015,0.10900521166360776
37,362,10.666871636885071,0.8497922199237418,0.1106820750988219
38,347,10.828161635076453,0.8505876453249029,0.10069607045239685
39,346,10.662854840392267,0.8491800623166531,0.09967704307950073
40,347,10.636865411474513,0.848322595377803,0.10035635824055902
41,351,10.419019503518014,0.845313881678236,0.1022767687259962
42,356,10.21673562607217,0.8431823026404024,0.10514078242428423
43,364,9.947592905229085,0.8407592226509096,0.11022582137837661
44,366,9.7971588709709,0.8389897349032891,0.11106778099884301
45,362,9.61757040305988,0.8380139860214393,0.10792773785165365
46,364,9.503623821783142,0.8352920522552232,0.10866591624447526
47,364,9.578183579478305,0.8370279473389367,0.10941503902272065
48,363,9.661659053375086,0.8387996517428901,0.10946722219049038
49,350,9.841513486228642,0.840835763552233,0.10143452112849684
50,348,9.944844649626075,0.8401992396323972,0.10005897080142913
51,346,9.951460267795145,0.8406958413595335,0.09912614254625386
52,346,9.86379730302968,0.8403875559692621,0.09902491574038719
53,346,9.797662880265744,0.8393274966601613,0.09879326431259151
54,341,10.137306354903542,0.8408248502400206,0.09599942279875184
55,341,10.175411142775188,0.8428570337893518,0.09661216725381576
56,342,10.114130465939118,0.8436321228666158,0.09744776577914464
57,341,10.016935013998093,0.841829408748113,0.09645619616114734
58,336,9.91933329163886,0.8410923626969208,0.09298938954110755
59,335,10.019146148145488,0.844091528842528,0.0932630408907488
60,335,9.970622788108853,0.8453678423180422,0.09379943651805352
61,336,10.006222730587103,0.8456320968689888,0.09478057678458274
62,339,9.923600379123066,0.8443746737926103,0.09645250669442353
63,340,9.827541419933105,0.8447962409473466,0.0972487912856469
64,337,10.065419167351916,0.847012875331694,0.09605662708046996
65,333,10.211270579357365,0.848253577548964,0.09394217064211234
66,336,9.916618673097293,0.846680250653826,0.09539412108928493
67,339,9.835992022345579,0.8450937789047709,0.0970038027686992
68,333,9.934667516148389,0.8447042282493249,0.09306567790013717
69,333,9.945311655731055,0.8446787289135793,0.09312869457783993
70,329,10.135616854031976,0.8453189287896496,0.09056902614695868
71,324,10.30175807177261,0.8468631450649974,0.0879022481471172
72,324,10.27951100575742,0.8490178511479561,0.0885295693393665
73,321,10.30585804100168,0.8525020236051635,0.08768811418747667
74,316,10.259238601247898,0.8523140153669673,0.08462208594016203
75,315,10.247582940638068,0.8521485936378141,0.08414375379744604
76,316,10.192752281424461,0.8519232320324143,0.0847202663107872
77,311,10.37278082674595,0.8552229286797722,0.08257701845114061
78,312,10.129059788634265,0.8559328167060912,0.08342264904039043
79,307,10.186511429751487,0.8585299223372391,0.08123500977393125
