First day,N_core,Frac_core,LN_core,LN_core_periphery,LN_periphery,Mean_dr_core,DynRep_core_per_ratio
0,29,21.804511278195488,4.724137931034483,1.5037593984962405,0.4423076923076923,20.674969842379213,2.0123681093826047
1,23,17.692307692307693,4.086956521739131,1.4153846153846155,0.514018691588785,23.57317421437105,1.6449409658702896
2,24,19.047619047619047,3.4166666666666665,1.3968253968253967,0.4117647058823529,21.56022592199194,1.5825008546394852
3,22,17.46031746031746,3.090909090909091,1.3650793650793651,0.47115384615384615,21.127517725917105,1.248423582822827
4,22,17.741935483870968,2.8181818181818183,1.4193548387096775,0.4019607843137255,21.38123979933709,1.297326450145175
5,11,8.8,2.090909090909091,1.24,0.9210526315789473,33.17906099925687,0.7656272026040398
6,24,18.89763779527559,2.7916666666666665,1.4251968503937007,0.4077669902912621,21.904709546251752,1.4901972155935526
7,10,7.8125,2.2,1.125,0.9915254237288136,39.345402255734605,0.8365749149897573
8,11,8.73015873015873,2.4545454545454546,1.1031746031746033,0.9043478260869565,36.498740727543904,0.8666741493821734
9,11,9.090909090909092,2.4545454545454546,1.1322314049586777,0.8545454545454545,35.075070056231496,0.8548514327644434
10,12,9.836065573770492,2.3333333333333335,1.1885245901639345,0.8454545454545455,34.56586891664287,0.8973461851929924
11,10,8.403361344537815,2.2,1.134453781512605,0.8807339449541285,38.53002162987781,0.8406519795615003
12,10,8.264462809917354,2.3,1.165289256198347,0.8558558558558559,39.68270350160496,0.8798094920076831
13,9,7.627118644067797,2.0,1.0847457627118644,0.8532110091743119,40.68478452529821,0.8106081680345018
14,10,8.264462809917354,2.1,1.1074380165289257,0.7927927927927928,36.61307082403612,0.8148290405407649
15,10,8.620689655172415,2.1,1.1637931034482758,0.8207547169811321,37.854677877337366,0.8808966596053329
16,9,7.758620689655173,2.0,1.103448275862069,0.8130841121495327,38.415866299883646,0.7926032365088577
17,9,8.256880733944953,1.8888888888888888,1.1192660550458715,0.8,37.2718715486242,0.8240603844883645
18,9,8.108108108108109,2.0,1.09009009009009,0.7647058823529411,36.312970404157184,0.8087750805794975
19,9,8.108108108108109,2.0,1.117117117117117,0.7254901960784313,35.96904765058192,0.7833572117509026
20,9,8.181818181818182,2.0,1.1363636363636365,0.7425742574257426,36.01148206046768,0.7934947023192862
21,10,9.25925925925926,2.1,1.1574074074074074,0.6530612244897959,34.22010675371026,0.9145351162606404
22,9,8.823529411764707,2.111111111111111,1.107843137254902,0.6451612903225806,36.85926389893168,0.9335273562141057
23,13,13.402061855670103,2.1538461538461537,1.1958762886597938,0.44047619047619047,27.401764092251224,1.1661658810676232
24,13,13.541666666666666,2.1538461538461537,1.1770833333333333,0.4457831325301205,26.701761081498283,1.1860300911208064
25,13,13.829787234042554,2.1538461538461537,1.2234042553191489,0.41975308641975306,25.736767823339786,1.1854507464097979
26,14,14.893617021276595,2.357142857142857,1.2234042553191489,0.425,25.14336322461977,1.3653763850770322
27,14,14.736842105263158,2.7142857142857144,1.1157894736842104,0.5061728395061729,24.880184127946155,1.3430542931771994
28,14,14.583333333333334,2.7142857142857144,1.1041666666666667,0.5121951219512195,23.825112053661996,1.315301533257962
29,7,7.291666666666667,1.8571428571428572,0.9479166666666666,0.8202247191011236,30.734932380632014,0.5891688985163006
30,7,7.291666666666667,1.7142857142857142,0.9270833333333334,0.8202247191011236,29.505535085406734,0.5780002756589482
31,8,8.16326530612245,1.875,0.9489795918367347,0.8,27.77590381994681,0.6530574805931253
32,8,7.920792079207921,1.875,0.9306930693069307,0.8387096774193549,27.732488307814055,0.6217329003411884
33,8,8.080808080808081,1.875,0.9393939393939394,0.8131868131868132,27.253886496682036,0.6367261093036086
34,12,11.881188118811881,2.0,1.00990099009901,0.6067415730337079,21.995855912344723,0.9032876141881928
35,5,5.05050505050505,1.4,0.7272727272727273,0.9574468085106383,31.60101532931302,0.40629430629591956
36,4,4.2105263157894735,1.25,0.631578947368421,1.0,36.51139006092401,0.394845555131348
37,4,4.395604395604396,1.25,0.6483516483516484,0.9655172413793104,35.05093445848704,0.40049989581952755
38,6,6.593406593406593,1.5,0.7362637362637363,0.8823529411764706,29.20776860770229,0.5346338792107009
39,3,3.3333333333333335,1.0,0.5555555555555556,1.103448275862069,30.972548987019607,0.23676938155611993
40,3,3.5714285714285716,1.0,0.5,1.123456790123457,29.73364702753881,0.24092987261192708
41,4,4.761904761904762,1.0,0.5595238095238095,1.0625,25.20156488357203,0.28178301590292065
42,2,2.5,0.0,0.4,1.2307692307692308,33.47166806432954,0.1801294830850703
43,2,2.4691358024691357,0.5,0.3950617283950617,1.2025316455696202,34.64380139666799,0.19206354186438818
44,2,2.4096385542168677,0.5,0.37349397590361444,1.1851851851851851,32.66561978751179,0.1805508433239573
45,2,2.5,0.5,0.375,1.141025641025641,32.46231317609455,0.18474672662775185
46,2,2.3529411764705883,0.5,0.36470588235294116,1.180722891566265,32.118383414219736,0.17143305076108933
47,2,2.3529411764705883,0.5,0.36470588235294116,1.2048192771084338,34.310706091109985,0.1866354408540167
48,2,2.380952380952381,0.5,0.36904761904761907,1.1951219512195121,32.796734147593504,0.1822437573230514
49,14,16.666666666666668,1.5,0.8452380952380952,0.5,14.91376535201995,0.9995763123120287
50,4,4.761904761904762,0.25,0.5,1.0125,22.849156670515292,0.28880888430736823
51,13,16.049382716049383,1.3076923076923077,0.8024691358024691,0.5588235294117647,15.283463042515248,0.9825238470928249
52,14,17.5,1.3571428571428572,0.825,0.48484848484848486,14.489777890688737,1.1022643970613004
