First day,N_core,Frac_core,LN_core,LN_core_periphery,LN_periphery,Mean_dr_core,DynRep_core_per_ratio
0,21,18.103448275862068,3.1904761904761907,1.4482758620689655,0.5052631578947369,31.075848510856154,1.4621255539309643
1,23,19.82758620689655,3.217391304347826,1.3620689655172413,0.4838709677419355,30.135334663813662,1.619805915056181
2,29,25.43859649122807,3.413793103448276,1.3771929824561404,0.36470588235294116,28.511826974718964,2.1521594328638938
3,28,24.778761061946902,3.392857142857143,1.424778761061947,0.4117647058823529,29.02367489954588,1.9511563703367705
4,28,24.137931034482758,3.5,1.5258620689655173,0.4431818181818182,29.030259942837883,1.5651399869903402
5,22,18.0327868852459,3.227272727272727,1.5163934426229508,0.63,34.26507758549572,1.2911861960649815
6,17,14.285714285714286,3.176470588235294,1.411764705882353,0.8627450980392157,39.8288565861442,1.0948157900089166
7,14,11.666666666666666,3.2857142857142856,1.325,0.9905660377358491,44.67641385370348,0.947434281812459
8,16,13.223140495867769,3.25,1.3801652892561984,0.8285714285714286,39.771472581312736,1.0436612159605758
9,17,13.821138211382113,3.4705882352941178,1.3495934959349594,0.7924528301886793,38.738656457058426,1.1300563240971853
10,16,12.903225806451612,3.375,1.314516129032258,0.8425925925925926,41.07513215284921,1.104802678500427
11,17,13.28125,3.588235294117647,1.2734375,0.8198198198198198,39.388219640158454,1.1076380145228513
12,20,15.267175572519085,3.6,1.3206106870229009,0.6846846846846847,37.96981224128693,1.3602357298291496
13,20,15.267175572519085,3.55,1.3587786259541985,0.7027027027027027,37.971683776642024,1.3395715424718955
14,20,15.151515151515152,3.55,1.356060606060606,0.6964285714285714,37.4854530284974,1.3573022931816756
15,20,15.267175572519085,3.55,1.381679389312977,0.7117117117117117,37.02867614494002,1.3597736846682174
16,21,15.789473684210526,3.4761904761904763,1.406015037593985,0.6875,34.4407280396107,1.3297315710007087
17,21,15.789473684210526,3.4285714285714284,1.3984962406015038,0.6875,33.19474372606295,1.3362598301118944
18,21,15.671641791044776,3.4285714285714284,1.3955223880597014,0.6814159292035398,32.64657783507339,1.3215906366691774
19,21,15.441176470588236,3.4761904761904763,1.3823529411764706,0.7217391304347827,33.556443557577914,1.280061811540425
20,22,15.827338129496402,3.5454545454545454,1.3884892086330936,0.7008547008547008,33.4015036469302,1.3278783175651443
21,23,16.666666666666668,3.652173913043478,1.3768115942028984,0.6,31.389570389445012,1.3580524748734963
22,23,17.16417910447761,3.608695652173913,1.3656716417910448,0.5675675675675675,31.603506745836313,1.392967028792915
23,25,18.796992481203006,3.52,1.3909774436090225,0.4722222222222222,29.861971878261834,1.575405157364969
24,25,18.65671641791045,3.52,1.3432835820895523,0.45871559633027525,30.151096427683704,1.5841139459089848
25,26,19.402985074626866,3.3076923076923075,1.328358208955224,0.42592592592592593,31.006549611821146,1.8824939387617166
26,26,19.84732824427481,3.1923076923076925,1.3282442748091603,0.45714285714285713,30.674684249204308,1.8707759955999312
27,28,22.22222222222222,3.0714285714285716,1.2698412698412698,0.3979591836734694,27.93452754705704,1.9522712119225154
28,26,21.311475409836067,3.0,1.3032786885245902,0.46875,29.36994744820585,1.9885941414410286
29,22,18.48739495798319,2.8636363636363638,1.319327731092437,0.5360824742268041,32.361421908922104,1.6722162630568054
30,22,18.803418803418804,2.772727272727273,1.3162393162393162,0.5157894736842106,31.498754451667786,1.7055694733281503
31,18,15.384615384615385,2.611111111111111,1.2478632478632479,0.6464646464646465,36.18165098228563,1.483423329253643
32,13,11.206896551724139,2.3076923076923075,1.1120689655172413,0.8155339805825242,43.29483464359351,1.1208233138384096
33,12,10.256410256410257,2.25,1.0598290598290598,0.8571428571428571,44.07919765204949,0.9804420105285527
34,11,10.0,2.272727272727273,0.990909090909091,0.8585858585858586,45.53487803734217,0.9740716000497565
35,19,18.446601941747574,2.6842105263157894,1.0679611650485437,0.5476190476190477,32.18153887542084,1.6542850325136955
36,21,20.58823529411765,3.0,1.0,0.48148148148148145,32.24230799190865,2.15181913206415
37,19,19.19191919191919,2.8947368421052633,0.9797979797979798,0.55,34.21352862767797,2.045316808423861
38,18,18.367346938775512,2.7777777777777777,0.9795918367346939,0.575,35.42963941087582,2.0133050481681765
39,12,12.5,2.4166666666666665,0.96875,0.7738095238095238,43.425292300036574,1.2132880458302722
40,16,16.666666666666668,2.5,0.9791666666666666,0.625,35.14482812763828,1.4776745740173545
41,14,15.053763440860216,2.2857142857142856,1.064516129032258,0.6835443037974683,38.308864012669225,1.26291008627522
42,13,13.978494623655914,2.1538461538461537,1.032258064516129,0.775,39.114198166029595,1.1012060679111082
43,11,12.087912087912088,1.8181818181818181,1.120879120879121,0.8125,42.10393052613404,0.9107094830033562
44,12,13.186813186813186,2.0,1.10989010989011,0.759493670886076,41.44446697490349,1.0753554818293374
45,12,13.333333333333334,2.0,1.0555555555555556,0.782051282051282,40.192636932903405,1.08560273526075
46,12,12.903225806451612,2.0,1.0,0.7654320987654321,37.45017089977724,0.989258353532333
47,13,13.68421052631579,2.1538461538461537,1.0315789473684212,0.7195121951219512,35.57035421105385,1.075272798573938
48,13,13.26530612244898,2.230769230769231,1.010204081632653,0.7176470588235294,33.3166686719406,0.975070612434462
49,8,7.8431372549019605,1.375,0.9117647058823529,0.8829787234042553,45.363847863168445,0.6785527053026424
50,12,11.881188118811881,1.9166666666666667,1.00990099009901,0.6741573033707865,36.149907904764675,0.9497958452632388
51,8,7.6923076923076925,1.75,0.8942307692307693,0.84375,46.00385559538545,0.7074707465865024
