First day,Clustering_coef,DynRep_Degree_corr,DynRep_BC_corr,DynRep_Assortativity
0,0.3184599842739433,0.9054861420338387,0.8992429632890763,-0.09462754679398541
1,0.2857146906520215,0.9203657459211649,0.9154270241565706,-0.1149952633517676
2,0.2760013350783405,0.9244731918080568,0.9213416438118263,-0.10627590221044508
3,0.26048235742137044,0.9253033577884102,0.9125386037786185,-0.10781568153014848
4,0.22740672879110116,0.9213678543284525,0.882970137031994,-0.10269346038906396
5,0.21882895494729915,0.9181889813914111,0.8747733755335978,-0.10185672687895615
6,0.20457783543046773,0.924841257289616,0.8518419256900768,-0.10008366223086224
7,0.18711771640679378,0.9227238062114118,0.8510119989736746,-0.07725802753270189
8,0.18517057843175186,0.9218517655294808,0.8507379746654056,-0.09095150622460858
9,0.18736394166418163,0.922924312271835,0.8424602142380371,-0.11142575288573114
10,0.185904540534562,0.9263029887102464,0.8352344355063548,-0.10637826834060296
11,0.1709385979188125,0.9311175845089485,0.8469839203014617,-0.09694824825598326
12,0.1548559256718774,0.9282287266403867,0.8442077351983239,-0.09191664154770705
13,0.15230067815557685,0.9291142978596031,0.8432787106911855,-0.09702167891281793
14,0.16424858984668567,0.9275568208989767,0.8358691377174423,-0.0859164575044092
15,0.16401159688187003,0.9269948447485393,0.8509458446052468,-0.0903751274769702
16,0.16209863964604002,0.9186073458795745,0.8498784425673545,-0.07697693159617802
17,0.16827611992040922,0.9130309101134445,0.8578159594046859,-0.08276552702151488
18,0.16452028750512288,0.914443066118604,0.8516062304232705,-0.09007886542360197
19,0.17462774732685418,0.9125303928552253,0.8627880729257172,-0.08998442869852732
20,0.17873201479321166,0.9119789918321034,0.8646919476425752,-0.06614518152318884
21,0.1755438811880175,0.9148673620934791,0.8660221357079221,-0.054118288193086575
22,0.1672219126949427,0.9119356112931188,0.8678264247988339,-0.057279912750128684
23,0.17168618301229369,0.9147747786254847,0.8676711212802913,-0.06798620737445617
24,0.17206984234240116,0.9193444011375482,0.8625175640221784,-0.06892262315212115
25,0.15963524814208835,0.9097190166075001,0.8521099620154765,-0.06414530750264766
26,0.15219564455566556,0.907914416852069,0.8505808851032254,-0.06799272153111094
27,0.14820335146955432,0.9088038896859596,0.8395527952327911,-0.061266963302222525
28,0.14597695520398,0.9113816725282525,0.8401167089535245,-0.06479188420940356
29,0.15171974717155642,0.9111169683775818,0.8373407167379449,-0.058163231184801115
30,0.15748883947909983,0.8997173819660403,0.8373815162242193,-0.06200390082993773
31,0.15125739374100308,0.8998259538299289,0.8518816119428193,-0.06028729390873249
32,0.1362358859245015,0.8950658083950174,0.8549380951599682,-0.05465735086048792
33,0.14761964034978442,0.8986667832365595,0.8992661772109618,-0.03196357430164996
34,0.14748787696051588,0.9003328793665782,0.9147473251228605,-0.045928984303261984
35,0.15844797104282757,0.897553359678357,0.9151449952135914,-0.05120721389228469
36,0.17272267503032374,0.8999555901394437,0.9067406140795865,-0.05480467528696751
37,0.157117303717669,0.9001049506020135,0.911100824367297,-0.07250479867640064
38,0.1598203452665441,0.8892202057736006,0.9044197526878986,-0.0764503719782987
39,0.16120667551459136,0.894803950944082,0.8972221728229401,-0.07135516740093786
40,0.1610971358030782,0.8888445729669472,0.8946470614979452,-0.08107588093238867
41,0.17931340504617865,0.8928505559618493,0.8784241792257962,-0.08162862915642607
42,0.18341723633869836,0.890357530964356,0.8942996796432596,-0.08535451278917715
43,0.1771233872139669,0.8925300312759599,0.8941429038082527,-0.08184611681673679
44,0.1734606895846264,0.8871416764538348,0.9006009568121319,-0.0899614433157424
45,0.18337396851123378,0.8863211367633211,0.8949514441495783,-0.08687356598154347
46,0.18231627207875642,0.8938093873013194,0.912123527434183,-0.08868091876478934
47,0.16239981194509695,0.8866453683917516,0.9172314596039695,-0.08922563528474635
48,0.17121579582415183,0.8865355316126082,0.9295969993788736,-0.07846704377532925
49,0.1698846536243524,0.8790339569025277,0.9308636480407941,-0.0585366150520703
50,0.17169512592652644,0.8850833666236843,0.9214833454859913,-0.05898934844863132
51,0.16168771812738258,0.9150583594216449,0.9400067249260251,-0.07675251867771728
52,0.15023360738448294,0.9159496010132954,0.9401678907431588,-0.07484096691819375
53,0.15537111422091213,0.9274290396472633,0.9510857707518668,-0.0888741530497309
54,0.15916676023701448,0.9345752533018108,0.937356876880392,-0.10027784856205646
55,0.16654674085358637,0.9249487039249287,0.9350909330539348,-0.10082019540892302
56,0.17586295867492718,0.9247760863962183,0.9338077293922586,-0.11039543288654836
57,0.1750159750154601,0.9244050158243418,0.9332083971082016,-0.10670149905278412
58,0.16787452312585802,0.9284965898601424,0.9355124040960873,-0.10975093292620049
59,0.18473553260542616,0.9250654856057059,0.9177723178795805,-0.10362573041947064
60,0.2021891025695619,0.929983468956042,0.9213306251067216,-0.11061789598740167
61,0.19281356969399394,0.9166086942686816,0.9155797001818129,-0.09860649404981385
62,0.1809505358647406,0.9160220674618729,0.9133028652192647,-0.08544733149689748
63,0.18234478717380645,0.9368093899346415,0.9331981265578675,-0.09242931230907296
64,0.17364305483034767,0.938659385859562,0.9374739966254901,-0.09638305103504183
65,0.17942547123403677,0.9423001480939601,0.9424451110257569,-0.1142517422340721
66,0.1866821937673977,0.950698675614829,0.9529402391335394,-0.10999994021098629
67,0.1898748258710308,0.9494503255493497,0.9499262989235598,-0.08639327250147436
68,0.19531941828979382,0.9502335543562082,0.951119801421586,-0.07235209300946864
69,0.18854986809275615,0.9475143244208495,0.9412891041029928,-0.06858749931364835
70,0.18017859315771462,0.9413776339607399,0.9339842362009961,-0.06940591016404303
71,0.18017859315771462,0.938169788933807,0.936506889498257,-0.06649522530829986
72,0.17599966495371733,0.9361159110001922,0.9347007897941347,-0.06606876438675306
73,0.18387073723290423,0.9373292944926106,0.9228188263743272,-0.07235633381819104
74,0.18784004988947622,0.9317458423804968,0.9168310808096535,-0.04364256559715345
75,0.19707102549891864,0.9382875878606423,0.9237584778202553,-0.06080350109989658
76,0.21926746183959542,0.9348486822002251,0.9211745131912027,-0.04526789203226654
77,0.22809505874003666,0.9314170311099006,0.9146383355531489,-0.03141301511934481
78,0.20551868890651315,0.9296547840298278,0.922465590989288,-0.013275362136445382
79,0.1961231163630544,0.9369485889565459,0.930356900380158,-0.01308133352075383
80,0.20593131714863377,0.9316807906965866,0.9152573385891728,-0.0017855616577734108
81,0.204712981708405,0.9506413490173472,0.9250855963615586,-0.018692137961857352
82,0.21697705642176907,0.9528122992451171,0.9286448552347889,-0.017004189426616363
83,0.19743815556858355,0.9542442371451851,0.9506248471016002,0.009397367494687215
84,0.18713110457655296,0.9478927423751463,0.9574384292042579,0.040202714167658776
85,0.1825866370783684,0.9469992144128544,0.9582712021674834,0.05407440341095955
86,0.17295984258631325,0.9456996941034865,0.9555708957088539,0.0689834274165991
87,0.16462225917836998,0.9398136368266369,0.9512908238542572,0.051592112428203635
88,0.1609973088188191,0.9377387696109798,0.9491070816932654,0.07378604761394922
89,0.14482975059519684,0.9230085842948572,0.9357953993302781,0.08990312961647827
90,0.1367681710560968,0.9219498596666602,0.9342605034943371,0.09036950802249755
91,0.13437209089383004,0.9252077367728252,0.939299996512111,0.08052373721716033
92,0.13311773838089627,0.9206232445246765,0.9388156756207523,0.03474306823438256
93,0.1414779152255084,0.9125813590763354,0.925009694892038,0.008580883986602325
94,0.14666217892425998,0.9007730208985405,0.9168371737056912,0.000674691412072247
